variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	lockin4 x	lockin4 y	lockin4 r	lockin4 phi	smu1 meas	


12.0	0			0.00269653	-0.000914101	0.00284721	-18.72	0.00722983	0.000716213	0.00726512	5.658	0.0746045	-0.0101281	0.0752873	-7.728	0.0702291	-0.0119362	0.0712361	-9.642	-2.087389e-11
11.99	1			0.00278045	-0.000933174	0.00293304	-18.546	0.0073643	0.000690464	0.00739673	5.364	0.074513	-0.0101319	0.0751996	-7.74	0.0700841	-0.0119362	0.0710912	-9.666	-2.087388e-11
11.98	2			0.00284006	-0.000942711	0.00299264	-18.36	0.00746253	0.000675205	0.00749305	5.178	0.0743909	-0.0101319	0.0750775	-7.752	0.0699277	-0.0119248	0.0709348	-9.678	-1.459163e-11
11.97	3			0.00296785	-0.000971321	0.00312234	-18.114	0.00742343	0.000672344	0.00745395	5.184	0.074265	-0.0101319	0.0749516	-7.764	0.0699697	-0.0119515	0.0709844	-9.69	-1.446595e-11
11.96	4			0.00305845	-0.000991829	0.00321533	-17.964	0.00740817	0.000674251	0.00743869	5.202	0.07412	-0.0101243	0.0748067	-7.776	0.0699201	-0.0119668	0.0709348	-9.714	-1.974308e-11
11.95	5			0.00342132	-0.00105572	0.00358059	-17.142	0.00753596	0.000648502	0.00756362	4.92	0.0739636	-0.0101166	0.0746503	-7.788	0.070004	-0.0119973	0.0710225	-9.726	-2.133458e-11
11.94	6			0.00348379	-0.00107289	0.00364543	-17.112	0.00754645	0.000648502	0.00757411	4.914	0.0738454	-0.0101166	0.0745358	-7.8	0.0699353	-0.0120164	0.0709577	-9.75	-1.291634e-11
11.93	7			0.00343896	-0.00106478	0.00359966	-17.202	0.00755027	0.000644688	0.00757793	4.884	0.0736966	-0.0101014	0.0743871	-7.806	0.069737	-0.0119897	0.0707593	-9.75	-1.798403e-11
11.92	8			0.00346757	-0.00107432	0.0036297	-17.208	0.00761321	0.000625614	0.00763896	4.698	0.0733762	-0.0100747	0.0740628	-7.818	0.0693822	-0.0119477	0.0704007	-9.768	-2.506199e-11
11.91	9			0.00338317	-0.0010624	0.00354625	-17.43	0.00754645	0.000630382	0.0075722	4.776	0.073113	-0.0100518	0.0737996	-7.824	0.0690961	-0.0119172	0.0701146	-9.786	-1.919859e-11
11.9	10			0.00336982	-0.00106002	0.00353242	-17.454	0.00745395	0.000637058	0.00748065	4.89	0.0728459	-0.0100213	0.0735326	-7.83	0.0689092	-0.0118943	0.0699277	-9.792	-2.066446e-11
11.89	11			0.00324489	-0.00104619	0.0034094	-17.868	0.00767043	0.000599865	0.00769332	4.47	0.0725675	-0.0100098	0.0732541	-7.854	0.0682874	-0.0118294	0.0693021	-9.828	-1.961743e-11
11.88	12			0.00312616	-0.00102902	0.00329114	-18.21	0.00778869	0.000573162	0.00781062	4.212	0.0722241	-0.00997931	0.0729108	-7.866	0.0676961	-0.0117493	0.068707	-9.846	-1.630877e-11
11.87	13			0.00295068	-0.00100041	0.00311567	-18.726	0.00766471	0.000583652	0.00768664	4.356	0.071835	-0.00992972	0.0725179	-7.872	0.0672688	-0.0116883	0.0682759	-9.858	-2.032938e-11
11.86	14			0.00297739	-0.00100709	0.00314333	-18.684	0.00759891	0.000590328	0.00762179	4.446	0.0715261	-0.00990301	0.0722089	-7.878	0.0670743	-0.011673	0.0680814	-9.87	-2.535522e-11
11.85	15			0.00301696	-0.00101996	0.00318433	-18.672	0.00744537	0.000611309	0.00747111	4.698	0.0711141	-0.00985342	0.0717969	-7.89	0.0668263	-0.011654	0.0678372	-9.888	-1.551302e-11
11.84	16			0.00272276	-0.000967029	0.00288917	-19.542	0.00721553	0.000636104	0.00724319	5.04	0.0707173	-0.00980002	0.0713964	-7.884	0.0663686	-0.01157	0.067368	-9.888	-2.141835e-11
11.83	17			0.00244142	-0.000923637	0.00261022	-20.724	0.0068951	0.000674251	0.00692752	5.586	0.07021	-0.00972754	0.0708776	-7.89	0.0658994	-0.0114937	0.0668912	-9.894	-2.359619e-11
11.82	18			0.00230886	-0.000897888	0.00247718	-21.246	0.00658897	0.000715259	0.00662807	6.198	0.0697865	-0.0096665	0.0704541	-7.884	0.0656476	-0.0114442	0.0666356	-9.888	-1.618312e-11
11.81	19			0.00236656	-0.000906948	0.0025344	-20.964	0.00642207	0.000741009	0.00646403	6.582	0.0695271	-0.00962836	0.0701909	-7.884	0.0656209	-0.0114442	0.0666089	-9.888	-1.467537e-11
11.8	20			0.00265171	-0.000960354	0.00282003	-19.896	0.00619414	0.000771526	0.00624278	7.104	0.0692906	-0.00959021	0.0699506	-7.878	0.0658879	-0.0114899	0.0668836	-9.888	-1.408906e-11
11.79	21			0.00256635	-0.000945572	0.00273515	-20.22	0.00582984	0.000824932	0.00588802	8.058	0.0689321	-0.0095368	0.0695882	-7.872	0.0658078	-0.011467	0.0667958	-9.882	-2.037129e-11
11.78	22			0.00246049	-0.000926021	0.00262882	-20.61	0.00556377	0.000861172	0.00562957	8.796	0.0685544	-0.00947577	0.0692067	-7.866	0.0655942	-0.0114289	0.0665822	-9.882	-2.405694e-11
11.77	23			0.00245954	-0.000926975	0.00262882	-20.646	0.00532344	0.00089455	0.00539783	9.546	0.0682759	-0.00942999	0.0689244	-7.866	0.0655484	-0.0114174	0.0665364	-9.882	-1.392149e-11
11.76	24			0.00236942	-0.000909809	0.00253774	-21.0	0.00511077	0.000920299	0.00519279	10.212	0.0679631	-0.00938421	0.068604	-7.86	0.0653615	-0.0113755	0.0663457	-9.87	-2.012001e-11
11.75	25			0.00226022	-0.000889782	0.00242902	-21.48	0.0049496	0.000936512	0.00503734	10.722	0.067616	-0.00933081	0.0682569	-7.854	0.0650716	-0.0113183	0.0660481	-9.864	-2.133465e-11
11.74	26			0.00226499	-0.000890736	0.00243379	-21.462	0.00486377	0.000945095	0.00495532	11.004	0.0673299	-0.00928885	0.0679669	-7.854	0.0648808	-0.0112877	0.0658574	-9.87	-2.489452e-11
11.73	27			0.00233413	-0.000900749	0.00250198	-21.09	0.00457767	0.000981338	0.00468162	12.108	0.0669904	-0.009224	0.0676236	-7.842	0.0648847	-0.0112687	0.0658574	-9.852	-2.007812e-11
11.72	28			0.00239517	-0.00091124	0.00256206	-20.826	0.00438026	0.00100518	0.00449374	12.936	0.0666928	-0.00917441	0.0673184	-7.83	0.0648503	-0.0112534	0.0658193	-9.84	-2.728179e-11
11.71	29			0.00240709	-0.000916008	0.00257541	-20.826	0.00418571	0.00102902	0.00430968	13.812	0.0663686	-0.00912482	0.0669942	-7.824	0.0647283	-0.0112267	0.0656972	-9.84	-1.291638e-11
11.7	30			0.00219823	-0.000877861	0.00236703	-21.762	0.00402835	0.00105	0.00416282	14.616	0.066113	-0.00908285	0.066731	-7.818	0.0644269	-0.0111695	0.0653844	-9.834	-1.94499e-11
