variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	lockin4 x	lockin4 y	lockin4 r	lockin4 phi	smu1 meas	


12.0	0			-9.62024e-05	-0.00036204	0.000374438	-104.874	0.0094071	0.000161172	0.00940806	0.984	0.0584567	-0.00871664	0.0591013	-8.484	0.0490649	-0.00937659	0.0499537	-10.812	-1.85706e-11
11.99	1			-9.7156e-05	-0.000360729	0.000373485	-105.06	0.00937182	0.00016594	0.00937277	1.014	0.0584223	-0.00871283	0.0590708	-8.478	0.0490649	-0.00937659	0.0499537	-10.812	-1.79005e-11
11.98	2			-9.64408e-05	-0.000359179	0.000371816	-105.024	0.00938803	0.000164987	0.00938898	1.008	0.0584338	-0.00871664	0.0590785	-8.484	0.0490649	-0.00937659	0.0499499	-10.818	-1.903132e-11
11.97	3			-9.58447e-05	-0.000356795	0.000369431	-105.03	0.0093661	0.000169755	0.009368	1.044	0.0584109	-0.00871283	0.0590594	-8.484	0.0490649	-0.00937659	0.0499499	-10.818	-1.7021e-11
11.96	4			-9.41758e-05	-0.000354173	0.000366332	-104.874	0.00937372	0.000171662	0.00937468	1.05	0.0584147	-0.00871664	0.0590632	-8.484	0.0490611	-0.00937659	0.0499461	-10.818	-2.146047e-11
11.95	5			-9.45334e-05	-0.000352981	0.000365378	-104.994	0.00935179	0.00017357	0.00935274	1.068	0.0583918	-0.00871283	0.0590403	-8.484	0.0490611	-0.00937659	0.0499461	-10.818	-1.949202e-11
11.94	6			-9.38182e-05	-0.000351192	0.000363352	-104.958	0.00936323	0.000171662	0.00936419	1.05	0.0584071	-0.00871664	0.0590518	-8.49	0.0490649	-0.00937659	0.0499499	-10.818	-1.865439e-11
11.93	7			-9.33413e-05	-0.000348927	0.000361087	-104.97	0.0093413	0.000174523	0.00934225	1.074	0.0583842	-0.00871664	0.0590327	-8.49	0.0490649	-0.00937659	0.0499537	-10.812	-2.263316e-11
11.92	8			-9.32221e-05	-0.000349404	0.000361444	-104.928	0.00935465	0.000174523	0.00935656	1.074	0.0584033	-0.00871664	0.0590479	-8.49	0.0490687	-0.00937659	0.0499575	-10.818	-1.890566e-11
11.91	9			-9.203e-05	-0.000346543	0.000358345	-104.868	0.00932223	0.000179292	0.00932413	1.104	0.0583613	-0.00871283	0.0590098	-8.49	0.0490649	-0.00937659	0.0499537	-10.812	-1.945015e-11
11.9	10			-9.25069e-05	-0.000344159	0.000356199	-105.042	0.00932604	0.000179292	0.00932795	1.104	0.0583651	-0.00871664	0.0590136	-8.49	0.0490649	-0.00937659	0.0499499	-10.818	-1.865438e-11
