variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	lockin4 x	lockin4 y	lockin4 r	lockin4 phi	smu1 meas	


5.0	0			3.46305e-05	-0.000118137	0.000123025	-73.656	0.000363829	0.000380756	0.00052667	46.296	0.0255433	-0.00193406	0.0256158	-4.326	0.0252687	-0.00249101	0.0253946	-5.628	-1.379621e-11
4.995	1			3.61206e-05	-0.00011772	0.000123085	-72.918	0.000284078	0.000385525	0.000478866	53.616	0.0254441	-0.00192643	0.0255166	-4.32	0.025261	-0.0024872	0.0253831	-5.622	-1.882207e-11
4.99	2			4.47037e-05	-0.000114382	0.000122786	-68.634	0.000254275	0.000387551	0.000463488	56.73	0.025406	-0.00193024	0.0254823	-4.338	0.0252534	-0.0024872	0.0253755	-5.622	-1.92409e-11
4.985	3			5.06642e-05	-0.000113428	0.000124217	-65.916	0.000208975	0.000391366	0.000443699	61.89	0.0253488	-0.00192643	0.0254251	-4.338	0.0252496	-0.00248338	0.0253755	-5.616	-1.890585e-11
4.98	4			5.34656e-05	-0.000115037	0.00012684	-65.058	0.000247361	0.00038469	0.000457289	57.258	0.0253946	-0.00193024	0.025467	-4.344	0.0252572	-0.00248338	0.0253793	-5.616	-1.325173e-11
4.975	5			5.43001e-05	-0.000113309	0.000125648	-64.38	0.000252845	0.000383975	0.000459673	56.634	0.0254022	-0.00193024	0.0254747	-4.344	0.0252572	-0.00248338	0.0253793	-5.616	-1.626727e-11
4.97	6			5.96049e-05	-0.000113965	0.000128568	-62.358	0.000258686	0.000379564	0.000459434	55.728	0.0254022	-0.00193406	0.0254785	-4.35	0.025261	-0.00248338	0.0253831	-5.616	-1.517831e-11
4.965	7			6.22873e-05	-0.000115693	0.00013137	-61.68	0.000253441	0.000391843	0.000466587	57.096	0.0254098	-0.00193406	0.0254823	-4.35	0.0252763	-0.00249864	0.0254022	-5.64	-1.19534e-11
4.96	8			6.63404e-05	-0.000115097	0.0001328	-60.012	0.000256421	0.000388863	0.000465872	56.598	0.0254098	-0.00193787	0.0254823	-4.356	0.0252763	-0.00249864	0.0254022	-5.64	-1.580654e-11
4.955	9			6.95591e-05	-0.000113309	0.000132919	-58.44	0.000221134	0.000394227	0.000452163	60.702	0.025364	-0.00193406	0.0254365	-4.356	0.0252687	-0.00249864	0.0253946	-5.64	-1.371247e-11
4.95	10			7.44467e-05	-0.000115037	0.000136972	-57.078	0.000173212	0.000389339	0.000426175	66.006	0.025303	-0.00193024	0.0253755	-4.362	0.0252572	-0.00249101	0.0253793	-5.628	-1.714679e-11
4.945	11			7.95727e-05	-0.000114263	0.000139237	-55.116	0.000145555	0.000389339	0.000415685	69.498	0.0252687	-0.00193024	0.0253412	-4.368	0.0252572	-0.00249101	0.0253793	-5.628	-2.007854e-11
4.94	12			8.38642e-05	-0.000115872	0.000142992	-54.084	0.000152946	0.000386598	0.000415804	68.412	0.0252725	-0.00193024	0.0253488	-4.368	0.025261	-0.00249101	0.0253831	-5.628	-1.961782e-11
4.935	13			8.42218e-05	-0.000115633	0.000143052	-53.928	0.000171305	0.000384333	0.000420811	65.97	0.0252954	-0.00193406	0.0253679	-4.368	0.0252649	-0.00249101	0.0253869	-5.628	-1.73981e-11
4.93	14			8.54735e-05	-0.000115097	0.00014335	-53.388	0.000139833	0.000384929	0.000409605	70.038	0.0252534	-0.00193406	0.0253259	-4.38	0.0252572	-0.00249101	0.0253793	-5.628	-1.919904e-11
4.925	15			9.21492e-05	-0.000115991	0.000148118	-51.516	0.000144721	0.000385167	0.000411393	69.396	0.0252572	-0.00193406	0.0253297	-4.374	0.0252649	-0.00249101	0.0253869	-5.628	-1.513645e-11
4.92	16			9.79309e-05	-0.000115633	0.000151516	-49.722	0.000138284	0.000384929	0.000409009	70.242	0.0252534	-0.00193406	0.0253259	-4.38	0.0252687	-0.00249101	0.0253907	-5.628	-1.836136e-11
4.915	17			0.000104309	-0.000117541	0.000157119	-48.408	0.000120759	0.000375273	0.000394227	72.162	0.0252305	-0.00193406	0.025303	-4.38	0.0252687	-0.00248338	0.0253946	-5.61	-1.656042e-11
4.91	18			0.000111163	-0.000118196	0.000162245	-46.74	0.000107646	0.000376346	0.000391485	74.028	0.0252153	-0.00193406	0.0252877	-4.386	0.0252725	-0.00248338	0.0253984	-5.61	-1.312609e-11
4.905	19			0.000117779	-0.000118196	0.000166834	-45.09	0.000109792	0.000377418	0.000393035	73.782	0.0252153	-0.00193787	0.0252877	-4.392	0.0252801	-0.0024872	0.0254022	-5.616	-1.534585e-11
4.9	20			0.000120521	-0.00011766	0.000168384	-44.292	0.000102044	0.000378491	0.000392081	74.904	0.0252076	-0.00193787	0.0252801	-4.392	0.0252801	-0.00249101	0.0254022	-5.622	-1.392187e-11
4.895	21			0.000121534	-0.000118018	0.000169397	-44.142	0.000105381	0.00037718	0.000391604	74.394	0.0252115	-0.00193787	0.0252839	-4.392	0.0252839	-0.00249101	0.025406	-5.622	-2.254959e-11
4.89	22			0.0001207	-0.00011766	0.000168563	-44.256	9.98979e-05	0.000377418	0.000390412	75.174	0.0252038	-0.00194169	0.0252763	-4.398	0.0252801	-0.00249101	0.0254022	-5.622	-1.522021e-11
4.885	23			0.000122369	-0.000117064	0.000169338	-43.716	9.39374e-05	0.000367286	0.000379207	75.648	0.0252	-0.00194169	0.0252725	-4.404	0.0252839	-0.00248338	0.0254022	-5.598	-1.945027e-11
4.88	24			0.000126601	-0.000118912	0.000173689	-43.188	9.54871e-05	0.000368955	0.000381233	75.48	0.0251962	-0.00194169	0.0252687	-4.404	0.0252877	-0.00248338	0.025406	-5.61	-1.54715e-11
4.875	25			0.000132323	-0.000119627	0.000178398	-42.108	9.46526e-05	0.000369431	0.000381352	75.63	0.0251962	-0.00194169	0.0252687	-4.404	0.0252954	-0.0024872	0.0254174	-5.616	-1.936654e-11
4.87	26			0.000133337	-0.000119925	0.000179292	-41.958	9.41758e-05	0.000370981	0.000382783	75.744	0.0251962	-0.00194169	0.0252687	-4.404	0.0252954	-0.0024872	0.0254174	-5.616	-1.873827e-11
4.865	27			0.000132919	-0.000119567	0.000178815	-41.964	9.21492e-05	0.000372292	0.000383498	76.092	0.0251962	-0.0019455	0.0252687	-4.41	0.0252954	-0.00249101	0.0254174	-5.622	-2.04136e-11
4.86	28			0.000136674	-0.000120104	0.000181914	-41.286	8.78577e-05	0.000362756	0.000373246	76.386	0.0251924	-0.0019455	0.0252687	-4.41	0.0252992	-0.00248338	0.0254213	-5.598	-2.22145e-11
4.855	29			0.000141204	-0.000120998	0.000185908	-40.59	8.73809e-05	0.000364305	0.000374677	76.5	0.0251924	-0.00194169	0.0252687	-4.404	0.025303	-0.00248338	0.0254251	-5.604	-1.869642e-11
4.85	30			0.000141979	-0.000119806	0.000185789	-40.146	8.95266e-05	0.000365498	0.000376346	76.23	0.0251924	-0.0019455	0.0252687	-4.41	0.025303	-0.00248338	0.0254251	-5.604	-1.995288e-11
4.845	31			0.000144244	-0.000121534	0.00018853	-40.104	9.17916e-05	0.000365617	0.000376942	75.9	0.0251924	-0.0019455	0.0252687	-4.41	0.025303	-0.0024872	0.0254289	-5.61	-1.83614e-11
