variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


0.34	0			2.46764e-05	-8.71722e-07	2.46913e-05	-2.01	-5.19122e-06	-5.06643e-07	5.21357e-06	-174.444	2.55258e-05	9.01524e-07	2.55407e-05	2.034	-2.577437e-11
0.342	1			2.36259e-05	-1.04309e-07	2.36259e-05	-0.24	-4.95094e-06	-8.81035e-07	5.02731e-06	-169.92	2.53768e-05	-3.12926e-07	2.53768e-05	-0.69	-2.334522e-11
0.344	2			2.44306e-05	-1.04309e-06	2.44455e-05	-2.436	-4.45175e-06	-5.80218e-07	4.48807e-06	-172.584	2.39984e-05	1.30386e-06	2.40357e-05	3.114	-1.785864e-11
0.346	3			2.46019e-05	-1.46777e-06	2.46466e-05	-3.414	-4.63988e-06	2.12342e-07	4.6436e-06	177.378	2.56078e-05	1.30386e-06	2.5645e-05	2.922	-1.794242e-11
0.348	4			2.44231e-05	-7.30161e-07	2.4438e-05	-1.704	-4.29901e-06	-8.29812e-07	4.37725e-06	-169.08	2.58387e-05	8.27018e-07	2.58462e-05	1.848	-1.986901e-11
0.35	5			2.41922e-05	-8.4937e-07	2.42071e-05	-2.004	-4.16397e-06	1.06171e-07	4.16397e-06	178.53	2.39761e-05	9.08974e-07	2.39984e-05	2.178	-2.229817e-11
0.352	6			2.31118e-05	-1.84775e-06	2.31789e-05	-4.566	-4.83918e-06	2.43077e-07	4.84477e-06	177.114	2.42741e-05	1.45287e-06	2.43188e-05	3.426	-2.083228e-11
0.354	7			2.28436e-05	-2.08617e-07	2.28436e-05	-0.516	-4.9407e-06	1.37837e-07	4.94163e-06	178.392	2.5116e-05	1.73599e-06	2.51756e-05	3.96	-2.066472e-11
0.356	8			2.37526e-05	-1.02819e-06	2.37749e-05	-2.472	-5.07946e-06	-9.76965e-07	5.17166e-06	-169.116	2.4289e-05	7.97216e-07	2.43039e-05	1.884	-1.597395e-11
0.358	9			2.39835e-05	-1.03564e-06	2.39984e-05	-2.466	-5.14466e-06	-9.87206e-08	5.14466e-06	-178.902	2.48329e-05	1.33366e-06	2.48702e-05	3.09	-2.246571e-11
0.36	10			2.29926e-05	-1.2219e-06	2.30299e-05	-3.036	-4.94721e-06	-4.29342e-07	4.96491e-06	-175.038	2.48255e-05	8.34469e-07	2.48329e-05	1.938	-1.639279e-11
