variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


1.0	0			0.001081	-0.000109673	0.0010866	-5.79	-0.00506404	0.000284197	0.00506976	176.778	0.000816468	2.34843e-05	0.000816707	1.65	-2.003653e-11
0.9975	1			0.0010692	-0.000107408	0.00107456	-5.73	-0.00506023	0.000282289	0.00506786	176.796	0.000683788	2.9564e-05	0.000684503	2.484	-2.242376e-11
0.995	2			0.00104929	-0.000105978	0.00105465	-5.76	-0.00505832	0.000282289	0.00506595	176.796	0.000610951	3.36173e-05	0.000611905	3.156	-1.790052e-11
0.9925	3			0.00102175	-0.000103951	0.001027	-5.808	-0.00505832	0.000282289	0.00506595	176.796	0.000578884	3.49286e-05	0.000579957	3.462	-2.447603e-11
0.99	4			0.00100351	-0.000102878	0.00100876	-5.85	-0.00505832	0.000282289	0.00506595	176.796	0.000571612	3.49286e-05	0.000572685	3.504	-2.024592e-11
0.9875	5			0.000973944	-9.95402e-05	0.000979073	-5.832	-0.00506213	0.000280382	0.00506976	176.814	0.000568155	3.62399e-05	0.000569347	3.648	-1.727231e-11
0.985	6			0.000967506	-0.000100017	0.000972632	-5.898	-0.00506213	0.000282289	0.00506976	176.796	0.000566844	3.44517e-05	0.000567917	3.486	-2.133483e-11
0.9825	7			0.000956181	-9.95402e-05	0.000961307	-5.94	-0.00506213	0.000282289	0.00506976	176.796	0.000567082	3.49286e-05	0.000568155	3.522	-1.8068e-11
0.98	8			0.000898365	-9.58447e-05	0.000903372	-6.084	-0.00506213	0.000282289	0.00506976	176.796	0.000568751	3.45709e-05	0.000569824	3.48	-1.907322e-11
0.9775	9			0.000851277	-9.203e-05	0.000856165	-6.162	-0.00506213	0.000280382	0.00506976	176.814	0.000567917	3.55246e-05	0.000569109	3.576	-1.790055e-11
0.975	10			0.000792984	-8.90498e-05	0.000797991	-6.402	-0.00506023	0.000282289	0.00506786	176.796	0.000569586	3.63591e-05	0.000570659	3.654	-1.76911e-11
0.9725	11			0.000760559	-8.72617e-05	0.000765566	-6.54	-0.00506023	0.000280382	0.00506786	176.814	0.000568751	3.5763e-05	0.000569943	3.606	-1.75236e-11
0.97	12			0.000737313	-8.48775e-05	0.000742201	-6.558	-0.00506023	0.000282289	0.00506786	176.796	0.000568513	3.55246e-05	0.000569586	3.582	-1.9157e-11
0.9675	13			0.000726108	-8.41622e-05	0.000730995	-6.6	-0.00506023	0.000280382	0.00506786	176.814	0.000564817	3.49286e-05	0.00056589	3.54	-1.957582e-11
0.965	14			0.00065947	-7.97515e-05	0.000664238	-6.888	-0.00506023	0.000280382	0.00506786	176.814	0.000550751	3.60014e-05	0.000551943	3.744	-2.213062e-11
0.9625	15			0.000527386	-7.25989e-05	0.000532392	-7.836	-0.00506213	0.000276567	0.00506976	176.85	0.000528459	3.71935e-05	0.000529889	4.026	-2.192121e-11
0.96	16			0.000480296	-6.91419e-05	0.000485303	-8.184	-0.00506213	0.000276567	0.00506976	176.874	0.000484826	3.94585e-05	0.000486495	4.65	-2.104165e-11
0.9575	17			0.000414493	-6.44927e-05	0.000419499	-8.838	-0.00506213	0.00027466	0.00506786	176.892	0.000456454	4.04122e-05	0.000458242	5.076	-2.032969e-11
0.955	18			0.000323536	-5.93665e-05	0.00032902	-10.386	-0.00506023	0.00027466	0.00506595	176.886	0.000460269	3.94585e-05	0.000461938	4.902	-1.823558e-11
0.9525	19			0.000287773	-5.75783e-05	0.000293495	-11.292	-0.00506213	0.00027466	0.00506786	176.892	0.000464203	3.92201e-05	0.000465872	4.842	-1.945015e-11
0.95	20			0.000223161	-5.30484e-05	0.00022936	-13.338	-0.00506213	0.00027466	0.00506786	176.892	0.000466468	3.98161e-05	0.000468137	4.896	-1.727232e-11
0.9475	21			0.000213505	-5.37636e-05	0.00022018	-14.118	-0.00506023	0.00027466	0.00506595	176.886	0.000473382	4.0293e-05	0.00047517	4.872	-2.108355e-11
0.945	22			0.000176669	-5.14986e-05	0.000184	-16.236	-0.00506023	0.00027466	0.00506595	176.886	0.000478389	3.89817e-05	0.000480058	4.668	-1.505257e-11
0.9425	23			0.000168026	-5.27503e-05	0.000176073	-17.412	-0.00506213	0.000276567	0.00506976	176.874	0.000497106	3.94585e-05	0.000498656	4.548	-1.785862e-11
0.94	24			0.000144483	-5.16775e-05	0.000153423	-19.662	-0.00505832	0.000276567	0.00506595	176.85	0.000511054	3.94585e-05	0.000512604	4.422	-2.150243e-11
0.9375	25			0.000150324	-5.16179e-05	0.000158967	-18.936	-0.00505832	0.000278475	0.00506404	176.832	0.000527982	4.05314e-05	0.000529531	4.398	-1.647653e-11
0.935	26			0.000167848	-5.35848e-05	0.000176192	-17.688	-0.0050526	0.000278475	0.00505832	176.826	0.000545386	3.83856e-05	0.000546698	4.026	-2.020403e-11
0.9325	27			0.000169576	-5.28696e-05	0.000177623	-17.298	-0.00504306	0.000276567	0.00504878	176.838	0.000564341	3.73127e-05	0.000565533	3.786	-2.083229e-11
0.93	28			0.000154675	-5.37636e-05	0.000163735	-19.158	-0.0050278	0.000276567	0.00503352	176.832	0.000593428	3.55246e-05	0.000594381	3.432	-1.576459e-11
0.9275	29			0.00014341	-5.19159e-05	0.00015247	-19.878	-0.00500491	0.000276567	0.00501254	176.838	0.000630978	3.38557e-05	0.000631932	3.078	-2.133481e-11
0.925	30			0.000151039	-5.16179e-05	0.000159622	-18.846	-0.00497058	0.00027466	0.0049763	176.826	0.00067592	3.00409e-05	0.000676636	2.544	-2.03297e-11
0.9225	31			0.000159205	-5.14986e-05	0.000167311	-17.91	-0.00493434	0.000270845	0.00494102	176.85	0.000719074	2.80143e-05	0.00071967	2.232	-1.635092e-11
0.92	32			0.000176788	-5.24523e-05	0.000184418	-16.506	-0.00490573	0.000267984	0.00491241	176.868	0.00074828	2.51533e-05	0.000748638	1.932	-1.810996e-11
0.9175	33			0.000200332	-5.44193e-05	0.000207544	-15.18	-0.00488284	0.000268938	0.00488952	176.844	0.000770334	2.3842e-05	0.000770811	1.776	-1.697913e-11
0.915	34			0.000236333	-5.61478e-05	0.000242949	-13.35	-0.00485995	0.000267031	0.00486568	176.85	0.000793818	2.16962e-05	0.000794057	1.572	-2.104169e-11
0.9125	35			0.000281097	-5.71015e-05	0.000286819	-11.472	-0.00484279	0.000266077	0.00484946	176.85	0.000801329	2.26499e-05	0.000801567	1.626	-1.873815e-11
0.91	36			0.000311615	-5.88896e-05	0.000317099	-10.698	-0.00482371	0.000265123	0.00482944	176.85	0.000809316	2.18154e-05	0.000809673	1.554	-1.656032e-11
0.9075	37			0.000360729	-6.21085e-05	0.000366034	-9.762	-0.00480655	0.000263216	0.00481322	176.856	0.000808004	2.02657e-05	0.000808243	1.44	-2.045534e-11
0.905	38			0.000397267	-6.40159e-05	0.000402333	-9.144	-0.00479129	0.000262262	0.00479797	176.862	0.000791673	2.00273e-05	0.000791911	1.452	-2.192119e-11
0.9025	39			0.000417413	-6.43139e-05	0.00042236	-8.754	-0.00477985	0.000262262	0.00478652	176.856	0.000715736	2.34843e-05	0.000716213	1.884	-2.007842e-11
0.9	40			0.000433149	-6.46715e-05	0.000437917	-8.484	-0.00476649	0.000260355	0.00477222	176.868	0.00060821	2.74183e-05	0.000608806	2.586	-1.894761e-11
0.8975	41			0.000544254	-7.02147e-05	0.000548724	-7.344	-0.00473884	0.000259401	0.00474551	176.862	0.000496868	3.27828e-05	0.000497941	3.786	-2.585812e-11
0.895	42			0.000518683	-6.8665e-05	0.000523213	-7.536	-0.00472453	0.000257494	0.00473121	176.874	0.000443341	3.46901e-05	0.000444772	4.488	-1.785866e-11
