variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	lockin4 x	lockin4 y	lockin4 r	lockin4 phi	smu1 meas	


5.0	0			2.84911e-05	-0.000138463	0.000141324	-78.372	0.00319792	7.36718e-05	0.00319864	1.32	0.0289994	-0.00220682	0.0290834	-4.35	0.0258924	-0.00247957	0.0260106	-5.466	-1.735601e-11
5.01	1			2.57493e-05	-0.000140012	0.000142337	-79.56	0.00310566	7.70097e-05	0.00310661	1.422	0.0288717	-0.00219347	0.0289556	-4.344	0.025858	-0.00247194	0.0259763	-5.46	-1.88638e-11
5.02	2			2.28287e-05	-0.000138403	0.000140191	-80.616	0.00300528	8.32085e-05	0.00300647	1.59	0.0287324	-0.00218202	0.0288163	-4.344	0.0258104	-0.00246622	0.0259267	-5.454	-1.593206e-11
5.03	3			2.07425e-05	-0.000139476	0.000140966	-81.516	0.00289942	8.89306e-05	0.00290062	1.758	0.0285836	-0.00217058	0.0286657	-4.344	0.0257627	-0.00245668	0.025879	-5.448	-2.125103e-11
5.04	4			1.99081e-05	-0.000138164	0.000139535	-81.786	0.00278927	9.53679e-05	0.00279094	1.962	0.0284234	-0.00215723	0.0285054	-4.338	0.0257131	-0.00245096	0.0258294	-5.442	-1.869625e-11
5.05	5			2.01465e-05	-0.000138761	0.000140191	-81.732	0.0026641	9.96594e-05	0.00266601	2.142	0.0282689	-0.00214387	0.0283509	-4.338	0.0256845	-0.00244142	0.0257989	-5.424	-2.27169e-11
5.06	6			1.79411e-05	-0.000137628	0.000138761	-82.548	0.00254585	0.000106097	0.00254799	2.388	0.0281144	-0.00213243	0.0281945	-4.338	0.0256444	-0.0024357	0.0257608	-5.424	-1.723036e-11
5.07	7			1.38283e-05	-0.00013882	0.000139476	-84.306	0.00240637	0.000115157	0.00240923	2.742	0.0279428	-0.00211717	0.0280229	-4.332	0.0256101	-0.00242998	0.0257245	-5.418	-2.204677e-11
5.08	8			1.95504e-05	-0.000137866	0.000139237	-81.912	0.0023122	0.000118018	0.0023153	2.928	0.0278112	-0.00210573	0.0278913	-4.326	0.0255777	-0.00242044	0.025694	-5.406	-2.259126e-11
5.09	9			2.04445e-05	-0.000137688	0.000139178	-81.528	0.00217439	0.000128747	0.00217821	3.39	0.027649	-0.00208856	0.0277272	-4.32	0.0255548	-0.00241472	0.0256673	-5.394	-1.672781e-11
5.1	10			2.00273e-05	-0.000137866	0.000139237	-81.714	0.00206853	0.000133992	0.00207283	3.708	0.0275213	-0.00207712	0.0275995	-4.314	0.02553	-0.002409	0.0256425	-5.388	-2.179549e-11
5.11	11			1.97293e-05	-0.000137688	0.000138999	-81.84	0.00194908	0.000142098	0.00195433	4.17	0.0273782	-0.00206377	0.0274564	-4.308	0.025509	-0.00240327	0.0256215	-5.382	-2.083221e-11
5.12	12			2.1279e-05	-0.000137568	0.000139118	-81.186	0.00183416	0.000148297	0.00184036	4.626	0.0272409	-0.00205232	0.0273172	-4.308	0.0254842	-0.00239755	0.0255967	-5.37	-1.676965e-11
