variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	lockin4 x	lockin4 y	lockin4 r	lockin4 phi	smu1 meas	


1.0	0			5.18376e-05	-2.71575e-05	5.85208e-05	-27.648	0.00101853	-1.18018e-05	0.00101865	-0.666	0.00612691	-0.000279428	0.00613311	-2.604	0.00517181	-0.000305654	0.00518087	-3.384	-1.810987e-11
1.005	1			8.17222e-05	-2.95603e-05	8.69003e-05	-19.884	0.00116874	-1.97889e-05	0.00116897	-0.966	0.00632194	-0.000288012	0.00632861	-2.604	0.00524619	-0.000311377	0.00525525	-3.396	-1.815182e-11
1.01	2			9.5435e-05	-3.00632e-05	0.000100054	-17.484	0.00115193	-2.02657e-05	0.00115217	-1.002	0.00633815	-0.000289442	0.00634483	-2.61	0.00528482	-0.000312807	0.00529388	-3.384	-1.932448e-11
1.015	3			0.000124932	-3.1613e-05	0.000128874	-14.202	0.00107969	-1.45436e-05	0.00107981	-0.768	0.00634292	-0.000288488	0.00634959	-2.604	0.00539067	-0.000318529	0.00539973	-3.378	-1.890559e-11
1.02	4			0.000134946	-3.20601e-05	0.000138701	-13.362	0.00100899	-1.18018e-05	0.00100899	-0.672	0.00634292	-0.000288488	0.00634959	-2.604	0.00547221	-0.000322821	0.00548223	-3.372	-2.171176e-11
1.025	5			0.000127741	-3.22016e-05	0.000131735	-14.148	0.000933412	-6.55654e-06	0.000933412	-0.402	0.00634435	-0.000288012	0.00635102	-2.598	0.00555089	-0.000326158	0.00556043	-3.36	-1.626709e-11
1.03	6			0.000130222	-3.27455e-05	0.000134275	-14.112	0.000902776	-6.31812e-06	0.000902776	-0.39	0.00634292	-0.000288012	0.00634959	-2.598	0.00557855	-0.000328066	0.00558808	-3.36	-1.601582e-11
1.035	7			0.000113786	-3.19409e-05	0.000118182	-15.678	0.000876073	-5.36445e-06	0.000876073	-0.348	0.00634149	-0.000288488	0.00634816	-2.604	0.00558999	-0.000328066	0.00559953	-3.36	-2.422469e-11
1.04	8			0.000115544	-3.2753e-05	0.000120096	-15.828	0.00085092	-3.33787e-06	0.00085092	-0.222	0.00634244	-0.000288012	0.00634912	-2.598	0.00561526	-0.00033045	0.00562528	-3.366	-2.083218e-11
1.045	9			0.000104346	-3.24773e-05	0.000109278	-17.286	0.000809912	1.1921e-06	0.000809912	0.09	0.00634292	-0.000286104	0.00634959	-2.58	0.00564674	-0.000332357	0.00565627	-3.366	-2.06647e-11
1.05	10			7.08406e-05	-3.0473e-05	7.7114e-05	-23.274	0.000792865	3.6955e-06	0.000792865	0.27	0.00634387	-0.000286581	0.00635007	-2.586	0.00563243	-0.000334265	0.00564244	-3.396	-2.321956e-11
1.055	11			7.53631e-05	-3.28498e-05	8.22027e-05	-23.55	0.000753883	5.72208e-06	0.000753883	0.432	0.00634626	-0.000287058	0.00635293	-2.586	0.00567058	-0.000338556	0.00568059	-3.414	-1.777486e-11
1.06	12			7.7494e-05	-3.32522e-05	8.43261e-05	-23.22	0.000700478	9.05996e-06	0.000700478	0.744	0.00634816	-0.000288488	0.00635484	-2.598	0.00573304	-0.000342848	0.00574353	-3.42	-1.676965e-11
1.065	13			6.06405e-05	-3.25891e-05	6.88438e-05	-28.248	0.00065339	9.29838e-06	0.00065339	0.822	0.00634864	-0.000292303	0.00635532	-2.634	0.00576928	-0.000347139	0.0057793	-3.444	-1.739791e-11
1.07	14			4.46069e-05	-3.06221e-05	5.41063e-05	-34.464	0.000590447	1.59742e-05	0.000590686	1.554	0.00634769	-0.000291826	0.00635436	-2.628	0.00581458	-0.000351431	0.00582507	-3.456	-2.003646e-11
1.075	15			2.9564e-05	-2.89978e-05	4.14106e-05	-44.436	0.000552181	1.66894e-05	0.00055242	1.74	0.00634483	-0.000291826	0.0063515	-2.634	0.00583318	-0.000350954	0.00584367	-3.438	-1.743979e-11
1.08	16			2.01539e-05	-2.67924e-05	3.35204e-05	-53.034	0.000523333	1.89544e-05	0.00052369	2.076	0.00634387	-0.000291349	0.00635055	-2.628	0.00585321	-0.00035	0.00586322	-3.42	-1.685348e-11
1.085	17			1.31727e-05	-2.53395e-05	2.85582e-05	-62.532	0.000509862	1.83583e-05	0.000510219	2.064	0.00634149	-0.000291826	0.00634816	-2.634	0.0058513	-0.000349047	0.00586179	-3.408	-2.158608e-11
1.09	18			6.38518e-06	-2.51086e-05	2.58983e-05	-75.726	0.000521306	1.6451e-05	0.000521544	1.806	0.00634053	-0.000292303	0.00634721	-2.634	0.00583795	-0.000347616	0.00584796	-3.408	-1.685348e-11
1.095	19			7.48041e-06	-2.52725e-05	2.63528e-05	-73.5	0.000403764	2.53917e-05	0.000404479	3.6	0.00634292	-0.00029278	0.00634959	-2.64	0.00595716	-0.000356676	0.00596765	-3.426	-2.280066e-11
1.1	20			2.33205e-06	-2.46988e-05	2.47956e-05	-84.6	0.000411632	2.4438e-05	0.000412347	3.402	0.00634292	-0.000296118	0.00634959	-2.67	0.00594953	-0.000358107	0.00596049	-3.438	-1.664401e-11
1.105	21			-3.86688e-06	-2.46541e-05	2.49521e-05	-98.916	0.000442388	2.1577e-05	0.000442864	2.802	0.00634006	-0.000296118	0.00634721	-2.67	0.00590423	-0.000355722	0.00591472	-3.45	-2.183738e-11
1.11	22			1.39922e-05	-2.52427e-05	2.88562e-05	-60.984	0.000343205	2.78951e-05	0.000344398	4.65	0.00634244	-0.000296118	0.00634959	-2.67	0.00602773	-0.000363352	0.0060387	-3.45	-2.058093e-11
1.115	23			2.83049e-05	-2.63677e-05	3.86836e-05	-42.96	0.000295879	3.21867e-05	0.000297548	6.21	0.00634721	-0.000295164	0.00635436	-2.658	0.0060921	-0.00036669	0.00610307	-3.444	-2.351265e-11
1.12	24			2.04669e-05	-2.47882e-05	3.2142e-05	-50.442	0.000295641	3.2902e-05	0.000297429	6.354	0.00635341	-0.000296118	0.00636056	-2.664	0.00609019	-0.00036669	0.00610116	-3.444	-2.024588e-11
1.125	25			2.00347e-05	-2.52427e-05	3.2224e-05	-51.552	0.000291826	3.2306e-05	0.000293614	6.33	0.00638059	-0.000297548	0.00638726	-2.67	0.00612262	-0.000368597	0.00613359	-3.444	-1.442431e-11
1.13	26			3.03687e-05	-2.66732e-05	4.04122e-05	-41.292	0.000403406	2.7299e-05	0.00040436	3.882	0.00654987	-0.000305178	0.00655654	-2.664	0.00619224	-0.000372412	0.0062032	-3.438	-2.062284e-11
1.135	27			3.79311e-05	-2.78578e-05	4.70581e-05	-36.288	0.000591282	1.77623e-05	0.00059152	1.728	0.00680307	-0.000315668	0.00681022	-2.652	0.00624993	-0.000375273	0.0062609	-3.432	-2.301007e-11
1.14	28			4.88313e-05	-3.13299e-05	5.80105e-05	-32.682	0.000846509	3.09946e-06	0.000846509	0.21	0.00708821	-0.00032902	0.00709584	-2.658	0.00629953	-0.000377657	0.00631097	-3.432	-1.756542e-11
1.145	29			4.52774e-05	-3.16354e-05	5.52239e-05	-34.938	0.000940446	-7.15259e-07	0.000940446	-0.042	0.00721124	-0.000333788	0.00721887	-2.646	0.00633052	-0.000380041	0.00634196	-3.438	-2.388962e-11
1.15	30			4.27591e-05	-3.09574e-05	5.27876e-05	-35.898	0.000950102	-2.3842e-06	0.000950102	-0.138	0.00723413	-0.000335695	0.00724176	-2.658	0.00634006	-0.000380041	0.0063515	-3.432	-1.777486e-11
1.155	31			3.80503e-05	-3.21346e-05	4.97999e-05	-40.176	0.000946049	-2.14578e-06	0.000946049	-0.126	0.00724033	-0.000337603	0.00724843	-2.664	0.0063453	-0.000380995	0.00635675	-3.438	-1.986898e-11
1.16	32			2.96758e-05	-3.14417e-05	4.32285e-05	-46.65	0.00093377	2.3842e-07	0.00093377	0.018	0.00723985	-0.000335695	0.00724748	-2.652	0.00634959	-0.000382902	0.00636104	-3.45	-1.898945e-11
1.165	33			2.45051e-05	-3.15385e-05	3.99279e-05	-52.146	0.000925187	1.31131e-06	0.000925187	0.084	0.00724176	-0.000336649	0.00724939	-2.664	0.00635388	-0.000385286	0.00636581	-3.468	-2.058097e-11
1.17	34			2.08841e-05	-3.31553e-05	3.91828e-05	-57.786	0.000917438	3.6955e-06	0.000917438	0.234	0.00724128	-0.000335218	0.00724891	-2.646	0.0063577	-0.000387194	0.00636914	-3.48	-2.229807e-11
1.175	35			1.34931e-05	-3.39376e-05	3.65155e-05	-68.304	0.000909451	2.74183e-06	0.000909451	0.174	0.0072408	-0.000335695	0.00724843	-2.652	0.00635722	-0.000386717	0.00636914	-3.474	-2.17118e-11
1.18	36			1.05203e-05	-3.27753e-05	3.44145e-05	-72.192	0.000904206	1.78815e-06	0.000904206	0.12	0.00724033	-0.000335695	0.00724795	-2.652	0.00636008	-0.000385763	0.00637153	-3.468	-2.242375e-11
