variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	lockin4 x	lockin4 y	lockin4 r	lockin4 phi	smu1 meas	


0.6	0			1.09897e-05	1.08034e-07	1.09897e-05	0.564	1.2368e-05	2.40655e-06	1.26027e-05	11.01	5.1223e-06	3.53904e-07	5.13441e-06	3.954	4.51042e-06	-1.67732e-06	4.81217e-06	-20.4	-1.79005e-11
0.59	1			1.11033e-05	-6.74281e-07	1.11238e-05	-3.468	1.19545e-05	2.21656e-06	1.21594e-05	10.518	6.05921e-06	8.43782e-07	6.11789e-06	7.926	4.84011e-06	-2.36744e-06	5.38773e-06	-26.052	-1.551324e-11
0.58	2			1.12039e-05	-4.15372e-07	1.12113e-05	-2.118	1.21669e-05	3.09573e-06	1.25543e-05	14.274	5.46037e-06	1.19489e-06	5.5889e-06	12.348	4.84756e-06	-2.3367e-06	5.38028e-06	-25.728	-2.146047e-11
0.57	3			1.0904e-05	9.49954e-08	1.0904e-05	0.51	1.207e-05	3.36768e-06	1.25319e-05	15.594	6.17749e-06	6.82663e-07	6.21568e-06	6.312	5.10833e-06	-1.69874e-06	5.38307e-06	-18.39	-1.714667e-11
0.56	4			1.03284e-05	-3.39003e-07	1.0334e-05	-1.878	1.24947e-05	2.64125e-06	1.27704e-05	11.946	5.90834e-06	9.62063e-07	5.98657e-06	9.252	4.42474e-06	-1.72668e-06	4.74977e-06	-21.318	-1.852874e-11
0.55	5			1.07289e-05	3.37141e-07	1.07345e-05	1.806	1.24015e-05	2.35067e-06	1.26213e-05	10.746	5.10833e-06	3.82775e-07	5.1223e-06	4.29	5.0152e-06	-1.93344e-06	5.37562e-06	-21.078	-2.066474e-11
0.54	6			1.12393e-05	-1.95579e-07	1.12411e-05	-0.996	1.24276e-05	2.18303e-06	1.26176e-05	9.978	6.24082e-06	1.34577e-06	6.38425e-06	12.174	4.90624e-06	-2.05265e-06	5.31881e-06	-22.698	-2.213061e-11
0.53	7			9.68023e-06	3.55767e-07	9.68768e-06	2.112	1.24425e-05	1.4864e-06	1.25319e-05	6.828	5.95118e-06	8.23293e-07	6.00799e-06	7.884	4.12672e-06	-1.77883e-06	4.49366e-06	-23.316	-1.555516e-11
0.52	8			1.0904e-05	8.56821e-08	1.0904e-05	0.456	1.25655e-05	1.22935e-06	1.26251e-05	5.592	6.5882e-06	8.94073e-07	6.64874e-06	7.734	4.5542e-06	-1.16137e-06	4.70041e-06	-14.304	-1.919888e-11
0.51	9			1.06656e-05	1.41562e-07	1.06674e-05	0.762	1.22898e-05	2.0005e-06	1.24537e-05	9.258	6.93838e-06	6.25852e-07	6.96632e-06	5.154	5.80496e-06	-1.62703e-06	6.02848e-06	-15.648	-2.196308e-11
0.5	10			1.03005e-05	-6.5193e-08	1.03005e-05	-0.36	1.10753e-05	2.25382e-06	1.13026e-05	11.514	5.99402e-06	-1.56463e-07	5.99588e-06	-1.488	6.157e-06	-1.62144e-06	6.36655e-06	-14.754	-1.304222e-11
0.49	11			9.92609e-06	7.18985e-07	9.95217e-06	4.146	1.20812e-05	2.1197e-06	1.22637e-05	9.948	6.51836e-06	2.07686e-07	6.52208e-06	1.83	4.90996e-06	-2.14392e-06	5.357e-06	-23.586	-1.752356e-11
0.48	12			1.05166e-05	-1.11759e-07	1.05166e-05	-0.612	1.21073e-05	2.16813e-06	1.2301e-05	10.158	5.49483e-06	5.50415e-07	5.52277e-06	5.73	4.489e-06	-2.3069e-06	5.04687e-06	-27.192	-1.919885e-11
0.47	13			1.14367e-05	-7.35748e-07	1.14609e-05	-3.678	1.27368e-05	2.43635e-06	1.29678e-05	10.842	7.10695e-06	9.87209e-07	7.17494e-06	7.908	5.78447e-06	-2.4438e-06	6.27901e-06	-22.896	-1.769111e-11
0.46	14			1.13454e-05	-2.83124e-07	1.13492e-05	-1.422	1.27778e-05	1.86638e-06	1.29156e-05	8.31	7.32954e-06	1.71178e-06	7.52605e-06	13.146	5.66713e-06	-1.4715e-06	5.85525e-06	-14.544	-1.576456e-11
0.45	15			1.10064e-05	6.14677e-08	1.10064e-05	0.318	1.17571e-05	2.14951e-06	1.19508e-05	10.362	4.86433e-06	1.28058e-06	5.03103e-06	14.754	4.97236e-06	-1.29734e-06	5.13907e-06	-14.622	-1.723042e-11
0.44	16			1.10139e-05	-3.9302e-07	1.10195e-05	-2.034	1.23643e-05	2.3544e-06	1.25878e-05	10.788	5.87202e-06	2.07221e-06	6.22685e-06	19.44	5.40636e-06	-2.00608e-06	5.76585e-06	-20.352	-1.823555e-11
0.43	17			1.10753e-05	5.886e-07	1.10902e-05	3.048	1.21631e-05	1.59443e-06	1.22674e-05	7.476	5.97912e-06	7.61826e-07	6.02755e-06	7.26	5.89437e-06	-2.00329e-06	6.22499e-06	-18.762	-2.305204e-11
0.42	18			1.02018e-05	-5.23407e-07	1.02148e-05	-2.934	1.18502e-05	2.0154e-06	1.20216e-05	9.654	6.07318e-06	7.52512e-07	6.11975e-06	7.068	5.4343e-06	-1.54693e-06	5.65036e-06	-15.888	-1.819371e-11
0.41	19			1.11182e-05	5.97913e-07	1.1135e-05	3.078	1.3318e-05	1.77697e-06	1.34372e-05	7.614	6.39263e-06	5.98844e-07	6.42057e-06	5.358	5.24896e-06	-1.83285e-06	5.56002e-06	-19.242	-1.982706e-11
0.4	20			1.05221e-05	5.6811e-07	1.0537e-05	3.09	1.17273e-05	2.15323e-06	1.19247e-05	10.416	6.73535e-06	1.02726e-06	6.81359e-06	8.676	5.91952e-06	-1.87755e-06	6.21009e-06	-17.592	-1.865443e-11
0.39	21			1.04868e-05	8.75448e-08	1.04868e-05	0.48	1.33925e-05	1.83658e-06	1.35191e-05	7.806	6.7279e-06	9.11768e-07	6.78937e-06	7.716	4.57096e-06	-2.07966e-06	5.02172e-06	-24.462	-1.831936e-11
0.38	22			1.10604e-05	-5.49484e-07	1.10735e-05	-2.838	1.30348e-05	3.15161e-06	1.34111e-05	13.596	6.157e-06	1.51713e-06	6.34047e-06	13.842	5.23127e-06	-1.78163e-06	5.52557e-06	-18.804	-2.267504e-11
0.37	23			1.21538e-05	3.74393e-07	1.21594e-05	1.764	1.13361e-05	1.72854e-06	1.14628e-05	8.676	5.60473e-06	5.55072e-07	5.63174e-06	5.658	6.19053e-06	-1.33832e-06	6.33302e-06	-12.198	-1.890569e-11
0.36	24			1.15429e-05	-3.53905e-08	1.15429e-05	-0.174	1.32584e-05	1.98187e-06	1.34037e-05	8.508	6.75491e-06	6.86388e-07	6.7903e-06	5.802	5.73791e-06	-1.73134e-06	5.99309e-06	-16.788	-1.878004e-11
0.35	25			1.17254e-05	5.90462e-07	1.17403e-05	2.886	1.35862e-05	2.10853e-06	1.37501e-05	8.826	6.45968e-06	7.26436e-08	6.46061e-06	0.642	5.93162e-06	-1.96138e-06	6.24641e-06	-18.288	-1.714666e-11
0.34	26			1.23457e-05	-4.47037e-07	1.23531e-05	-2.07	1.35005e-05	1.78442e-06	1.3616e-05	7.536	5.57772e-06	3.25033e-07	5.58703e-06	3.336	6.52488e-06	-1.92878e-06	6.80427e-06	-16.458	-2.07485e-11
0.33	27			1.20644e-05	-9.40639e-07	1.20998e-05	-4.452	1.36458e-05	1.43797e-06	1.3724e-05	6.024	6.39822e-06	9.14562e-07	6.46341e-06	8.142	5.08226e-06	-1.90363e-06	5.42685e-06	-20.526	-2.35546e-11
0.32	28			1.23773e-05	3.05476e-07	1.23811e-05	1.422	1.43536e-05	1.65404e-06	1.44505e-05	6.582	7.09764e-06	6.09089e-07	7.12278e-06	4.914	5.45758e-06	-1.33366e-06	5.61777e-06	-13.728	-2.125111e-11
0.31	29			1.3074e-05	1.86265e-07	1.30758e-05	0.816	1.40444e-05	2.74183e-06	1.43126e-05	11.052	7.11533e-06	5.94187e-07	7.13955e-06	4.776	6.08902e-06	-1.95114e-06	6.39356e-06	-17.766	-2.028777e-11
0.3	30			1.34502e-05	2.60771e-08	1.34502e-05	0.114	1.38097e-05	1.49757e-06	1.38917e-05	6.198	6.1123e-06	9.56476e-07	6.1868e-06	8.892	4.98354e-06	-1.91481e-06	5.3393e-06	-21.012	-2.112542e-11
0.29	31			1.31094e-05	4.11646e-07	1.31149e-05	1.8	1.34595e-05	1.94834e-06	1.36011e-05	8.244	6.91882e-06	7.51581e-07	6.9598e-06	6.204	6.08436e-06	-1.82074e-06	6.35165e-06	-16.656	-1.760736e-11
0.28	32			1.39066e-05	-2.86849e-07	1.39103e-05	-1.182	1.41748e-05	2.41028e-06	1.4376e-05	9.66	5.77237e-06	9.70445e-07	5.85432e-06	9.546	6.26504e-06	-2.56581e-06	6.76981e-06	-22.266	-1.551329e-11
0.27	33			1.30479e-05	-5.42033e-07	1.30609e-05	-2.376	1.47857e-05	2.4289e-06	1.49832e-05	9.33	6.32278e-06	4.07921e-07	6.33675e-06	3.69	5.34675e-06	-1.82167e-06	5.6485e-06	-18.81	-2.26332e-11
0.26	34			1.32975e-05	-6.25852e-07	1.33124e-05	-2.688	1.44542e-05	2.03775e-06	1.45957e-05	8.034	6.68693e-06	1.11294e-06	6.77913e-06	9.45	5.23034e-06	-2.37023e-06	5.74256e-06	-24.372	-2.368026e-11
0.25	35			1.34353e-05	1.50875e-07	1.34372e-05	0.648	1.35825e-05	1.8403e-06	1.37091e-05	7.728	6.15235e-06	1.16882e-06	6.26224e-06	10.758	6.35444e-06	-1.37557e-06	6.50159e-06	-12.21	-2.485295e-11
0.24	36			1.19564e-05	2.51459e-07	1.19601e-05	1.206	1.53073e-05	2.65615e-06	1.55383e-05	9.846	7.05666e-06	7.45062e-07	7.09578e-06	6.03	4.85501e-06	-1.77231e-06	5.16887e-06	-20.046	-2.099979e-11
0.23	37			1.28784e-05	-1.67639e-07	1.28802e-05	-0.744	1.45883e-05	2.47361e-06	1.47969e-05	9.636	6.84804e-06	1.13436e-06	6.94118e-06	9.414	6.04618e-06	-2.33298e-06	6.48017e-06	-21.096	-1.626714e-11
0.22	38			1.38358e-05	-3.55767e-07	1.38395e-05	-1.47	1.43424e-05	2.93182e-06	1.46367e-05	11.556	6.72977e-06	1.15857e-06	6.82849e-06	9.762	6.72418e-06	-2.00888e-06	7.01754e-06	-16.632	-1.886383e-11
0.21	39			1.39122e-05	1.56463e-07	1.3914e-05	0.648	1.42232e-05	1.90363e-06	1.43499e-05	7.632	6.47831e-06	3.84638e-07	6.48948e-06	3.402	6.00892e-06	-1.53669e-06	6.20171e-06	-14.34	-1.480125e-11
0.2	40			1.3575e-05	-2.06755e-07	1.35769e-05	-0.864	1.50838e-05	2.13833e-06	1.52328e-05	8.07	7.26155e-06	1.20048e-06	7.36027e-06	9.39	6.77261e-06	-1.70898e-06	6.98495e-06	-14.16	-1.974331e-11
0.19	41			1.43592e-05	6.89183e-08	1.43592e-05	0.276	1.45846e-05	2.40283e-06	1.4782e-05	9.354	6.7903e-06	6.91045e-07	6.82476e-06	5.814	6.79589e-06	-2.3367e-06	7.18611e-06	-18.972	-1.878006e-11
0.18	42			1.36048e-05	-5.49484e-07	1.3616e-05	-2.31	1.43797e-05	1.84403e-06	1.44989e-05	7.314	7.20753e-06	1.21818e-06	7.30905e-06	9.594	7.0222e-06	-2.14858e-06	7.34351e-06	-17.004	-2.426658e-11
0.17	43			1.37594e-05	7.00358e-07	1.3778e-05	2.916	1.55346e-05	2.09363e-06	1.56724e-05	7.686	6.86295e-06	-4.44243e-07	6.87691e-06	-3.702	6.88809e-06	-1.97535e-06	7.16562e-06	-15.996	-1.714664e-11
0.16	44			1.39494e-05	6.79869e-07	1.39643e-05	2.79	1.51024e-05	2.38048e-06	1.52887e-05	8.97	7.24386e-06	6.51929e-07	7.27273e-06	5.148	6.1896e-06	-1.52738e-06	6.37493e-06	-13.854	-1.848688e-11
0.15	45			1.40742e-05	-4.35861e-07	1.40798e-05	-1.77	1.63504e-05	1.42307e-06	1.64137e-05	4.974	6.74374e-06	1.19303e-06	6.84898e-06	10.032	6.14583e-06	-1.42586e-06	6.30881e-06	-13.056	-1.898947e-11
0.14	46			1.42381e-05	-1.07662e-06	1.42791e-05	-4.32	1.56203e-05	2.22401e-06	1.57767e-05	8.112	7.47948e-06	1.08127e-06	7.55771e-06	8.226	7.0371e-06	-2.97186e-06	7.63877e-06	-22.89	-1.769114e-11
0.13	47			1.48509e-05	-2.79399e-07	1.48528e-05	-1.074	1.66149e-05	2.4289e-06	1.679e-05	8.322	7.3165e-06	7.30161e-07	7.35282e-06	5.7	6.43547e-06	-2.08152e-06	6.76422e-06	-17.916	-1.9157e-11
0.12	48			1.4836e-05	-7.35748e-07	1.48547e-05	-2.838	1.53185e-05	1.71737e-06	1.54154e-05	6.408	7.63318e-06	6.62174e-07	7.66205e-06	4.962	6.43081e-06	-2.48665e-06	6.89461e-06	-21.138	-2.35546e-11
0.11	49			1.57488e-05	-6.33303e-07	1.57618e-05	-2.298	1.66559e-05	1.59816e-06	1.67341e-05	5.484	7.11626e-06	5.27132e-07	7.13582e-06	4.242	7.28297e-06	-2.13274e-06	7.58938e-06	-16.32	-1.794241e-11
0.1	50			1.53744e-05	-5.77422e-08	1.53744e-05	-0.21	1.69651e-05	1.83658e-06	1.70657e-05	6.18	6.83501e-06	5.90462e-07	6.86015e-06	4.944	6.52767e-06	-1.80864e-06	6.77354e-06	-15.486	-2.30101e-11
0.09	51			1.59704e-05	-1.89991e-07	1.59723e-05	-0.678	1.67155e-05	1.46032e-06	1.67788e-05	5.004	7.43943e-06	8.88485e-07	7.49252e-06	6.816	6.48948e-06	-1.61771e-06	6.68879e-06	-13.992	-2.234e-11
0.08	52			1.65162e-05	-6.61243e-07	1.65292e-05	-2.286	1.70992e-05	2.42518e-06	1.72668e-05	8.076	7.48321e-06	8.22361e-07	7.52884e-06	6.276	7.30532e-06	-2.5239e-06	7.72817e-06	-19.056	-2.150234e-11
0.07	53			1.6438e-05	-1.60188e-07	1.6438e-05	-0.558	1.72072e-05	2.43263e-06	1.73786e-05	8.046	7.54281e-06	1.20514e-06	7.63877e-06	9.078	6.25107e-06	-1.87383e-06	6.52581e-06	-16.68	-1.87382e-11
0.06	54			1.76319e-05	-6.12814e-07	1.76412e-05	-1.986	1.78741e-05	1.15485e-06	1.79113e-05	3.702	6.51556e-06	1.0226e-06	6.59566e-06	8.922	7.3612e-06	-1.74903e-06	7.56609e-06	-13.362	-2.531361e-11
0.05	55			1.67211e-05	-6.63105e-07	1.6736e-05	-2.268	1.77176e-05	1.58326e-06	1.77884e-05	5.118	7.86787e-06	1.12598e-06	7.94797e-06	8.148	7.59683e-06	-1.55532e-06	7.75425e-06	-11.568	-1.995277e-11
0.04	56			1.67229e-05	-5.15956e-07	1.67323e-05	-1.764	1.7997e-05	2.23519e-06	1.81386e-05	7.08	7.53443e-06	1.6112e-06	7.70489e-06	12.078	6.47831e-06	-1.63448e-06	6.68134e-06	-14.154	-2.208871e-11
0.03	57			1.84347e-05	1.1921e-07	1.84347e-05	0.372	1.89656e-05	1.71737e-06	1.90401e-05	5.184	7.39939e-06	-2.54253e-07	7.40404e-06	-1.962	7.02406e-06	-2.30783e-06	7.39287e-06	-18.186	-2.246566e-11
0.02	58			1.83416e-05	-3.83707e-07	1.83453e-05	-1.2	1.91183e-05	1.69501e-06	1.91928e-05	5.07	7.49811e-06	6.92908e-07	7.5307e-06	5.28	7.78964e-06	-1.97442e-06	8.03551e-06	-14.22	-2.439224e-11
