variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	lockin4 x	lockin4 y	lockin4 r	lockin4 phi	smu1 meas	


5.0	0			2.84315e-05	-0.000136734	0.000139595	-78.234	0.00297429	9.17916e-05	0.00297596	1.77	0.0286657	-0.00217821	0.0287477	-4.344	0.0257798	-0.00246812	0.0258981	-5.466	-2.171172e-11
5.01	1			2.51533e-05	-0.000137211	0.000139416	-79.602	0.00297762	8.79769e-05	0.00297882	1.698	0.0286466	-0.0021763	0.0287286	-4.344	0.025755	-0.0024624	0.0258714	-5.46	-1.710476e-11
5.02	2			2.17558e-05	-0.000138045	0.000139714	-81.024	0.0028906	9.22685e-05	0.00289203	1.83	0.028555	-0.00216676	0.0286371	-4.338	0.0257474	-0.00245859	0.0258657	-5.454	-1.836118e-11
5.03	3			2.04445e-05	-0.000136972	0.000138403	-81.498	0.00283791	9.32221e-05	0.00283934	1.884	0.0284864	-0.00216295	0.0285684	-4.338	0.0257303	-0.00245477	0.0258466	-5.448	-2.150235e-11
5.04	4			1.84776e-05	-0.000137151	0.000138343	-82.32	0.00274731	9.72752e-05	0.00274898	2.028	0.0283662	-0.00215341	0.0284482	-4.338	0.0256978	-0.00244714	0.0258142	-5.436	-1.651837e-11
5.05	5			1.88352e-05	-0.000136138	0.00013739	-82.11	0.00265338	0.000102282	0.00265528	2.214	0.0282422	-0.00214006	0.0283223	-4.332	0.0256673	-0.00244142	0.0257818	-5.43	-1.978518e-11
5.06	6			1.6451e-05	-0.000136019	0.000136972	-83.094	0.00254251	0.000108958	0.00254489	2.454	0.0280992	-0.00212862	0.0281793	-4.332	0.025633	-0.0024357	0.0257474	-5.424	-2.024588e-11
5.07	7			1.25766e-05	-0.000135959	0.000136496	-84.708	0.00239564	0.000117302	0.00239851	2.802	0.0279256	-0.00211717	0.0280038	-4.332	0.0256006	-0.00242998	0.0257169	-5.418	-1.656026e-11
5.08	8			1.72855e-05	-0.000136257	0.00013727	-82.752	0.00228478	0.000121832	0.00228812	3.054	0.0277845	-0.00210191	0.0278646	-4.326	0.0255758	-0.00241853	0.0256902	-5.4	-1.790047e-11
5.09	9			1.86564e-05	-0.000136078	0.00013727	-82.188	0.00218751	0.000127555	0.00219132	3.342	0.0276624	-0.00208856	0.0277406	-4.32	0.0255529	-0.00241281	0.0256673	-5.394	-2.020405e-11
5.1	10			1.84776e-05	-0.000136496	0.000137688	-82.266	0.002059	0.000135184	0.00206353	3.762	0.0275079	-0.00207712	0.0275861	-4.32	0.0255243	-0.00240709	0.0256387	-5.388	-1.877999e-11
5.11	11			2.10406e-05	-0.000135721	0.00013727	-81.174	0.00194383	0.000141145	0.00194884	4.158	0.0273687	-0.00206377	0.0274469	-4.314	0.0255052	-0.00240137	0.0256177	-5.376	-1.949203e-11
5.12	12			2.0981e-05	-0.000137092	0.000138641	-81.276	0.00182415	0.000149966	0.00183035	4.704	0.0272275	-0.00204851	0.0273057	-4.302	0.0254823	-0.00239374	0.0255948	-5.364	-2.162796e-11
5.13	13			2.17558e-05	-0.000137866	0.000139535	-81.03	0.00171114	0.000154973	0.00171805	5.184	0.0270978	-0.00203897	0.0271741	-4.302	0.0254689	-0.00239183	0.0255796	-5.364	-1.844493e-11
5.14	14			2.10406e-05	-0.000137866	0.000139416	-81.312	0.00162435	0.000160457	0.00163222	5.64	0.0269929	-0.00203134	0.0270692	-4.302	0.025448	-0.00238611	0.0255605	-5.352	-2.129289e-11
5.15	15			2.34247e-05	-0.000136674	0.000138582	-80.256	0.00154234	0.000167132	0.0015514	6.192	0.0268956	-0.0020218	0.02697	-4.296	0.0254365	-0.00238229	0.0255491	-5.352	-1.991078e-11
5.16	16			2.72394e-05	-0.000137986	0.000140608	-78.81	0.00146867	0.000172378	0.00147868	6.696	0.0268155	-0.00201418	0.0268899	-4.296	0.0254308	-0.00238229	0.0255433	-5.352	-2.070656e-11
5.17	17			2.79547e-05	-0.000137151	0.000139893	-78.468	0.0014062	0.000177146	0.00141741	7.182	0.0267392	-0.00200845	0.0268155	-4.29	0.0254194	-0.00237848	0.0255319	-5.346	-1.844492e-11
5.18	18			2.92064e-05	-0.000138582	0.000141562	-78.084	0.00134636	0.000179769	0.00135828	7.614	0.0266706	-0.00200082	0.0267469	-4.29	0.0254136	-0.00237657	0.0255224	-5.34	-1.714659e-11
5.19	19			2.78355e-05	-0.000137986	0.000140727	-78.582	0.00130845	0.000182153	0.00132108	7.926	0.0266267	-0.00199892	0.0267011	-4.29	0.0254041	-0.00237848	0.0255147	-5.346	-2.112539e-11
5.2	20			2.79547e-05	-0.000136674	0.000139476	-78.42	0.00129081	0.000184537	0.00130392	8.142	0.0266095	-0.00200082	0.0266839	-4.296	0.0254041	-0.00238039	0.0255147	-5.352	-2.254937e-11
5.21	21			3.02793e-05	-0.000138343	0.000141502	-77.64	0.00126887	0.000185967	0.00128222	8.346	0.0265847	-0.00199892	0.0266591	-4.296	0.0254041	-0.00237848	0.0255166	-5.346	-2.024586e-11
5.22	22			3.55246e-05	-0.000138999	0.00014341	-75.642	0.00125075	0.000185967	0.00126458	8.46	0.0265638	-0.00199892	0.0266382	-4.302	0.0254041	-0.00238039	0.0255166	-5.352	-1.668589e-11
5.23	23			3.58822e-05	-0.000139237	0.000143708	-75.54	0.00123239	0.000190736	0.00124694	8.802	0.0265409	-0.00199701	0.0266172	-4.302	0.0254041	-0.0023842	0.0255147	-5.358	-1.651835e-11
5.24	24			3.79684e-05	-0.000138939	0.000144006	-74.706	0.00122143	0.000188828	0.00123573	8.796	0.0265256	-0.00200082	0.0266019	-4.314	0.0254022	-0.00238611	0.0255128	-5.364	-2.074848e-11
5.25	25			4.09486e-05	-0.000139476	0.000145317	-73.632	0.00122786	0.000189305	0.00124241	8.766	0.0265332	-0.00200273	0.0266076	-4.314	0.0254041	-0.00238992	0.0255147	-5.37	-1.438237e-11
5.26	26			4.38096e-05	-0.000139476	0.000146152	-72.552	0.00120736	0.000190259	0.00122238	8.958	0.0265065	-0.00200273	0.0265809	-4.32	0.0254003	-0.00238992	0.0255109	-5.376	-2.016204e-11
5.27	27			4.59554e-05	-0.000139535	0.000146807	-71.76	0.00120307	0.000192643	0.00121856	9.102	0.0265027	-0.00200464	0.026579	-4.32	0.0254041	-0.00239374	0.0255166	-5.382	-1.924066e-11
5.28	28			4.82204e-05	-0.000141383	0.000149311	-71.148	0.0011921	0.000192405	0.0012076	9.174	0.0264913	-0.00200845	0.0265676	-4.332	0.0254041	-0.00239755	0.0255185	-5.388	-1.643463e-11
5.29	29			5.07834e-05	-0.000140966	0.000149847	-70.17	0.00116659	0.000195981	0.00118304	9.534	0.0264627	-0.00200845	0.026539	-4.338	0.0254041	-0.00240327	0.0255166	-5.4	-1.974329e-11
5.3	30			5.48961e-05	-0.000141562	0.000151754	-68.796	0.00116206	0.000198842	0.00117899	9.714	0.0264589	-0.00200845	0.0265352	-4.338	0.0254079	-0.00240518	0.0255224	-5.406	-1.827742e-11
5.31	31			5.88896e-05	-0.000142635	0.000154258	-67.56	0.00114275	0.000198604	0.00115991	9.87	0.0264283	-0.00200845	0.0265046	-4.344	0.0254022	-0.00240709	0.0255147	-5.412	-1.852867e-11
5.32	32			5.27503e-05	-0.00014186	0.000151278	-69.582	0.00111008	0.00020361	0.00112868	10.392	0.026394	-0.00201227	0.0264703	-4.356	0.0253927	-0.00241472	0.025509	-5.43	-2.187922e-11
5.33	33			6.24065e-05	-0.00014186	0.000154973	-66.246	0.00109697	0.000204087	0.00111581	10.548	0.026373	-0.00201036	0.0264493	-4.356	0.0253965	-0.00241472	0.0255109	-5.43	-2.179548e-11
5.34	34			6.98571e-05	-0.000142575	0.000158728	-63.882	0.00107909	0.000207187	0.00109888	10.872	0.026352	-0.00201036	0.0264283	-4.362	0.0254003	-0.00241663	0.0255147	-5.436	-1.710468e-11
5.35	35			7.73077e-05	-0.000143171	0.000162722	-61.626	0.00103665	0.000211001	0.00105787	11.514	0.0263005	-0.00200845	0.0263768	-4.362	0.0253984	-0.00241853	0.0255128	-5.442	-2.058094e-11
5.36	36			8.29105e-05	-0.000143171	0.000165404	-59.91	0.000988729	0.000214101	0.00101186	12.228	0.0262548	-0.00200845	0.0263311	-4.374	0.025406	-0.00242235	0.0255224	-5.442	-1.903128e-11
5.37	37			8.90498e-05	-0.000142396	0.000167907	-57.96	0.000954632	0.000221969	0.000980146	13.092	0.0262223	-0.00200655	0.0262986	-4.374	0.0254117	-0.00242998	0.0255262	-5.46	-2.179549e-11
5.38	38			9.56659e-05	-0.000144244	0.000173033	-56.436	0.000932936	0.000223638	0.0009594	13.476	0.0261956	-0.00201036	0.0262738	-4.386	0.0254155	-0.00243379	0.0255319	-5.466	-2.133481e-11
5.39	39			0.000103832	-0.000144065	0.000177504	-54.204	0.000900749	0.000227929	0.000929121	14.214	0.0261575	-0.00201036	0.0262357	-4.392	0.0254174	-0.00244142	0.0255357	-5.484	-2.187926e-11
5.4	40			0.000112057	-0.000144244	0.00018263	-52.152	0.000881437	0.000231505	0.000911478	14.724	0.0261403	-0.00201418	0.0262166	-4.404	0.025427	-0.00244524	0.0255433	-5.49	-1.928258e-11
5.41	41			0.000123144	-0.0001449	0.00019008	-49.632	0.000865225	0.000232459	0.000895742	15.048	0.0261194	-0.00201799	0.0261976	-4.416	0.0254327	-0.00245096	0.025551	-5.502	-1.739787e-11
5.42	42			0.00012982	-0.00014484	0.000194431	-48.126	0.000870232	0.000236035	0.000901703	15.18	0.0261232	-0.0020218	0.0262014	-4.422	0.0254384	-0.00245668	0.0255567	-5.514	-1.949202e-11
5.43	43			0.00014329	-0.000145913	0.000204445	-45.516	0.000853065	0.000236751	0.00088549	15.522	0.0261041	-0.00202562	0.0261823	-4.434	0.0254518	-0.00246622	0.02557	-5.532	-2.166985e-11
