variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	lockin4 x	lockin4 y	lockin4 r	lockin4 phi	smu1 meas	


0.4	0			-0.000109554	-0.000405552	0.000419857	-105.114	0.0108452	-4.67303e-05	0.0108452	-0.246	0.0599177	-0.00889975	0.0605776	-8.448	0.0490763	-0.00939184	0.0499651	-10.83	-2.527169e-11
0.39	1			-0.0001086	-0.000409247	0.000423195	-104.856	0.0109873	-6.77113e-05	0.0109873	-0.348	0.0600665	-0.00891882	0.0607226	-8.442	0.0490801	-0.00939566	0.049969	-10.836	-2.116731e-11
0.38	2			-0.000110627	-0.000412824	0.000427248	-105.0	0.0111886	-0.000102044	0.0111886	-0.522	0.0602686	-0.00894934	0.0609286	-8.442	0.0490801	-0.00939566	0.049969	-10.836	-1.806798e-11
0.37	3			-0.000110627	-0.000417354	0.000431659	-104.832	0.0114556	-0.000143052	0.0114565	-0.714	0.0605395	-0.00898749	0.0612032	-8.442	0.0490801	-0.00940329	0.0499728	-10.842	-1.71466e-11
0.36	4			-0.000114322	-0.000415446	0.000430824	-105.378	0.0116854	-0.000181199	0.0116864	-0.888	0.0607646	-0.00902563	0.0614321	-8.448	0.0490687	-0.00939184	0.0499613	-10.83	-1.861252e-11
0.35	5			-0.000119091	-0.000425341	0.000441553	-105.642	0.0118724	-0.00020218	0.0118752	-0.978	0.0609477	-0.00905615	0.0616152	-8.448	0.0490572	-0.00941473	0.0499499	-10.86	-2.309386e-11
0.34	6			-0.00011623	-0.000415923	0.000431659	-105.612	0.0121632	-0.000255587	0.0121651	-1.2	0.0612414	-0.00909811	0.0619166	-8.448	0.0490687	-0.00939184	0.0499613	-10.83	-2.217243e-11
0.33	7			-0.000120044	-0.000427129	0.00044358	-105.684	0.0124846	-0.000301363	0.0124884	-1.38	0.061558	-0.0091477	0.062237	-8.454	0.0490572	-0.00941473	0.0499499	-10.86	-2.032965e-11
0.32	8			-0.000113965	-0.000424864	0.000439765	-105.012	0.0127278	-0.000343325	0.0127316	-1.542	0.0618098	-0.00918967	0.0624888	-8.454	0.0490725	-0.0094071	0.0499651	-10.848	-1.660218e-11
0.31	9			-0.000117064	-0.000428678	0.000444176	-105.27	0.013033	-0.000390055	0.0130396	-1.71	0.0621111	-0.00923544	0.062798	-8.454	0.0490687	-0.00941092	0.0499613	-10.854	-1.852873e-11
0.3	10			-0.000121713	-0.000435593	0.000452163	-105.606	0.01332	-0.000429155	0.0133267	-1.842	0.0623934	-0.0092774	0.0630803	-8.454	0.0490534	-0.00942618	0.0499499	-10.872	-1.857059e-11
0.29	11			-0.000120283	-0.000443103	0.000458958	-105.186	0.0135699	-0.000465395	0.0135785	-1.962	0.0626454	-0.00931555	0.0633359	-8.454	0.0490649	-0.00943381	0.0499613	-10.884	-1.940823e-11
0.28	12			-0.00012684	-0.000445845	0.000463368	-105.87	0.0138131	-0.00050259	0.0138217	-2.082	0.0628819	-0.00934988	0.0635724	-8.454	0.0490458	-0.00942999	0.0499423	-10.884	-2.058098e-11
0.27	13			-0.000128628	-0.00044799	0.000465872	-106.014	0.0143223	-0.000580791	0.0143347	-2.322	0.0633931	-0.00943381	0.0640912	-8.466	0.049042	-0.00943762	0.0499423	-10.89	-1.589016e-11
0.26	14			-0.000132085	-0.000457527	0.000476124	-106.092	0.0148383	-0.000653271	0.0148535	-2.52	0.0639005	-0.00952536	0.0646062	-8.478	0.0490305	-0.00947195	0.0499346	-10.932	-1.626709e-11
0.25	15			-0.000137092	-0.000468971	0.000488404	-106.284	0.0153475	-0.000741009	0.0153657	-2.76	0.0643926	-0.00962454	0.0651097	-8.502	0.0490115	-0.0094834	0.0499232	-10.95	-2.221432e-11
0.24	16			-9.203e-05	-0.00049055	0.000499014	-100.614	0.0160037	-0.000844005	0.0160257	-3.018	0.0650334	-0.00974661	0.0657582	-8.52	0.0490382	-0.00953299	0.0499575	-10.998	-2.552299e-11
0.23	17			7.98707e-05	-0.000527982	0.000533942	-81.39	0.0167323	-0.000973705	0.01676	-3.33	0.0656476	-0.00988013	0.0663877	-8.556	0.0490954	-0.00957114	0.0500185	-11.028	-2.795211e-11
0.22	18			0.000801329	-0.000671867	0.00104559	-39.972	0.0177556	-0.00116349	0.0177928	-3.75	0.0662198	-0.0100632	0.0669789	-8.64	0.0493472	-0.00970083	0.0502894	-11.118	-1.84031e-11
0.21	19			0.00307013	-0.00112677	0.0032704	-20.154	0.0195905	-0.00155259	0.0196515	-4.53	0.0669293	-0.0104333	0.0677342	-8.862	0.0504115	-0.0101205	0.0514147	-11.352	-2.665384e-11
0.2	20			0.00759271	-0.00211288	0.00788122	-15.552	0.0218583	-0.00202562	0.0219518	-5.292	0.0682645	-0.0110665	0.0691571	-9.21	0.0537608	-0.0112115	0.0549166	-11.778	-1.614145e-11
0.19	21			0.0101491	-0.00265314	0.0104895	-14.646	0.0200979	-0.00167657	0.0201684	-4.764	0.0695844	-0.011303	0.0704923	-9.222	0.0592196	-0.012352	0.0604937	-11.778	-1.471747e-11
0.18	22			0.00763896	-0.0020199	0.0079022	-14.808	0.0151711	-0.000696186	0.0151883	-2.622	0.0701718	-0.0108224	0.0710034	-8.766	0.0624774	-0.0123368	0.0636868	-11.166	-1.480123e-11
0.17	23			0.00428584	-0.00129414	0.00447753	-16.794	0.0117245	-7.82018e-05	0.0117245	-0.372	0.0704007	-0.0103264	0.0711522	-8.34	0.063046	-0.011757	0.0641332	-10.56	-1.785859e-11
0.16	24			0.00223066	-0.000898365	0.00240518	-21.924	0.0105878	0.000125886	0.0105878	0.684	0.0709424	-0.0101166	0.0716596	-8.118	0.0627332	-0.0113412	0.0637479	-10.248	-1.798424e-11
0.15	25			0.00114299	-0.000694755	0.00133754	-31.272	0.0104447	0.000152589	0.0104466	0.84	0.0715451	-0.0100709	0.0722508	-8.01	0.0623972	-0.0111008	0.0633779	-10.086	-1.639277e-11
0.14	26			0.000740055	-0.000617508	0.000963692	-39.822	0.0107327	9.91826e-05	0.0107327	0.534	0.0721707	-0.0101205	0.0728765	-7.98	0.0623133	-0.0110016	0.0632749	-10.008	-1.945007e-11
0.13	27			0.0010233	-0.000683788	0.00123072	-33.738	0.0110779	4.57766e-05	0.0110779	0.24	0.0727353	-0.0101929	0.0734448	-7.974	0.0627637	-0.0110779	0.0637326	-10.008	-2.849657e-11
0.12	28			0.00202848	-0.000869278	0.00220682	-23.184	0.0110684	5.72207e-05	0.0110684	0.3	0.0734105	-0.0102807	0.0741239	-7.968	0.0643582	-0.0113564	0.0653539	-10.002	-1.58064e-11
0.11	29			0.00258876	-0.000942711	0.0027547	-19.998	0.00959593	0.0003109	0.00959975	1.86	0.0740514	-0.010273	0.0747609	-7.896	0.0669484	-0.011673	0.0679593	-9.888	-1.601581e-11
0.1	30			0.00243665	-0.000870708	0.00258733	-19.656	0.00707439	0.000751499	0.00711444	6.066	0.0746579	-0.0101205	0.0753407	-7.716	0.0699086	-0.0119057	0.0709157	-9.66	-1.7356e-11
0.09	31			0.0017438	-0.000700001	0.00187875	-21.858	0.00406364	0.00120545	0.00423816	16.53	0.0747876	-0.00981528	0.0754285	-7.476	0.0724072	-0.0118943	0.0733762	-9.324	-1.823555e-11
0.08	32			0.000938896	-0.000542644	0.00108434	-30.0	0.00211908	0.00149918	0.00259592	35.28	0.0747418	-0.00958639	0.075356	-7.308	0.0736241	-0.0118104	0.0745664	-9.114	-1.723032e-11
0.07	33			0.000609878	-0.000476601	0.00077391	-37.992	0.00164986	0.00157262	0.00228025	43.626	0.074738	-0.00952917	0.0753407	-7.266	0.0738492	-0.0117493	0.07478	-9.036	-1.802613e-11
0.06	34			0.000146509	-0.000384452	0.000411274	-69.126	0.00135804	0.00156976	0.00207521	49.128	0.0747457	-0.00948721	0.0753446	-7.23	0.0737042	-0.0116349	0.0746198	-8.97	-1.626708e-11
0.05	35			2.00273e-05	-0.000374557	0.000374915	-86.934	0.000632767	0.00163317	0.00175143	68.814	0.0747647	-0.00941855	0.075356	-7.176	0.0742536	-0.0115929	0.0751538	-8.868	-1.739791e-11
0.04	36			-3.82664e-05	-0.000349166	0.000351073	-96.252	0.000502113	0.00164843	0.0017233	73.056	0.0747647	-0.00939947	0.0753522	-7.164	0.0743909	-0.01157	0.0752835	-8.838	-2.079034e-11
0.03	37			-7.46255e-05	-0.000323417	0.000331761	-102.978	0.000407698	0.00160218	0.0016532	75.714	0.0747724	-0.00939184	0.0753598	-7.158	0.0744519	-0.0114899	0.0753331	-8.772	-1.97014e-11
0.02	38			-7.97515e-05	-0.000322105	0.000331761	-103.896	0.00043297	0.00162411	0.00168086	75.072	0.0747762	-0.00939566	0.0753636	-7.158	0.0744214	-0.0115128	0.0753064	-8.79	-2.192115e-11
0.01	39			-7.45063e-05	-0.000319602	0.000327947	-103.11	0.000352861	0.00159312	0.00163222	77.514	0.07478	-0.00939566	0.0753675	-7.158	0.0745168	-0.0114899	0.0753942	-8.766	-2.246563e-11
0.0	40			-8.08244e-05	-0.00031531	0.000325443	-104.376	0.000326158	0.00158788	0.00162078	78.384	0.07478	-0.00939184	0.0753675	-7.158	0.0745282	-0.011467	0.0754056	-8.748	-2.259126e-11
