variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


0.0	0			-7.52884e-06	-1.12691e-06	7.6108e-06	-171.486	-6.17749e-06	-9.60201e-07	6.25013e-06	-171.168	-6.35351e-06	6.79869e-07	6.3889e-06	173.874	-2.229778e-11
0.002	1			-2.00142e-05	-9.92797e-07	2.00385e-05	-177.162	-1.9652e-05	1.04309e-06	1.9679e-05	176.964	-1.9055e-05	1.41562e-06	1.91071e-05	175.746	-2.083196e-11
0.004	2			-3.217e-05	-1.50875e-07	3.21681e-05	-179.73	-3.38538e-05	1.19396e-06	3.38743e-05	177.978	-3.17527e-05	2.34695e-06	3.18384e-05	175.77	-2.08738e-11
0.006	3			-4.91219e-05	7.45063e-08	4.91182e-05	179.91	-4.76392e-05	1.41934e-06	4.76579e-05	178.296	-4.7859e-05	2.57792e-06	4.79261e-05	176.916	-1.492662e-11
0.008	4			-5.98396e-05	2.86849e-07	5.98358e-05	179.724	-6.01562e-05	2.36557e-06	6.01972e-05	177.75	-5.92472e-05	4.35862e-06	5.94037e-05	175.788	-2.397305e-11
0.01	5			-7.39251e-05	1.07662e-06	7.39289e-05	179.166	-7.33738e-05	2.58909e-06	7.34148e-05	177.978	-7.36197e-05	4.99192e-06	7.37836e-05	176.118	-2.497817e-11
0.012	6			-8.41063e-05	2.18303e-06	8.41324e-05	178.512	-8.45534e-05	3.0175e-06	8.46055e-05	177.954	-8.40281e-05	5.15583e-06	8.41809e-05	176.49	-2.422438e-11
0.014	7			-9.97563e-05	1.29641e-06	9.97488e-05	179.25	-9.9041e-05	3.75511e-06	9.91081e-05	177.828	-9.84599e-05	5.61777e-06	9.86089e-05	176.73	-2.15858e-11
0.016	8			-0.000110925	2.82378e-06	0.000110955	178.542	-0.000111409	3.34533e-06	0.000111454	178.278	-0.000109941	6.18401e-06	0.000110105	176.778	-2.644405e-11
0.018	9			-0.000121251	3.44963e-06	0.000121288	178.368	-0.000121743	5.34955e-06	0.000121855	177.48	-0.000121274	6.36282e-06	0.00012143	176.994	-2.723984e-11
0.02	10			-0.000135311	3.15906e-06	0.000135348	178.662	-0.000135199	6.34047e-06	0.000135341	177.312	-0.00013473	6.713e-06	0.000134894	177.15	-1.89054e-11
0.022	11			-0.000146122	4.45548e-06	0.000146174	178.254	-0.000146032	5.50601e-06	0.000146129	177.84	-0.000145243	8.48627e-06	0.000145481	176.652	-2.007807e-11
