variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


5.0	0			0.000371935	-0.000263693	0.000455858	-35.328	-0.0253259	0.002306	0.0254289	174.798	0.00114382	0.000444414	0.00122715	21.234	-2.506227e-11
5.01	1			0.000359299	-0.000263335	0.000445487	-36.222	-0.0253392	0.00230409	0.0254422	174.804	0.0012647	0.000434877	0.00133742	18.978	-2.313574e-11
5.02	2			0.000343325	-0.000265362	0.000433804	-37.686	-0.0253373	0.00230218	0.0254403	174.804	0.00129236	0.000430705	0.00136233	18.432	-1.999461e-11
5.03	3			0.000342729	-0.000265362	0.000433447	-37.728	-0.0253392	0.00229837	0.0254422	174.816	0.00136281	0.000427367	0.00142837	17.412	-1.341913e-11
5.04	4			0.000332119	-0.000267865	0.000426652	-38.874	-0.0253392	0.00229646	0.0254422	174.822	0.00141609	0.000420691	0.00147725	16.548	-1.894757e-11
5.05	5			0.000337483	-0.000265719	0.000429513	-38.214	-0.0253392	0.00229265	0.0254403	174.828	0.00144625	0.00041783	0.00150538	16.116	-2.024587e-11
5.06	6			0.000318529	-0.000269057	0.000416877	-40.182	-0.025324	0.00228693	0.0254251	174.834	0.00141991	0.000420215	0.00148083	16.488	-1.697911e-11
5.07	7			0.000276806	-0.000265719	0.000383617	-43.818	-0.0253106	0.00228311	0.0254117	174.84	0.00140727	0.000419023	0.00146831	16.584	-1.702099e-11
5.08	8			0.000333073	-0.000268104	0.000427486	-38.808	-0.0253145	0.00227739	0.0254155	174.858	0.00146068	0.000415208	0.00151861	15.87	-2.26751e-11
5.09	9			0.000347497	-0.000270249	0.000440123	-37.86	-0.0253087	0.00227167	0.0254079	174.864	0.00145591	0.000412704	0.00151337	15.828	-1.894757e-11
5.1	10			0.000352027	-0.000269772	0.00044346	-37.458	-0.0252992	0.00226785	0.0253984	174.876	0.00145984	0.000414016	0.00151742	15.834	-1.697908e-11
5.11	11			0.000349166	-0.000270726	0.000441791	-37.788	-0.0252916	0.00226404	0.0253907	174.882	0.00142813	0.000414493	0.00148714	16.182	-2.024589e-11
5.12	12			0.000363352	-0.000270726	0.000452997	-36.684	-0.0252782	0.00225832	0.0253774	174.888	0.00137294	0.00041795	0.00143517	16.932	-1.999459e-11
5.13	13			0.00036967	-0.000272514	0.000459196	-36.39	-0.0252706	0.00225641	0.0253679	174.894	0.00131691	0.000423195	0.00138331	17.814	-1.735603e-11
5.14	14			0.000368955	-0.000271918	0.000458362	-36.384	-0.025263	0.0022545	0.0253621	174.9	0.00125898	0.000425341	0.00132895	18.666	-1.727227e-11
5.15	15			0.000387551	-0.000274779	0.000474932	-35.328	-0.025263	0.00225069	0.0253621	174.906	0.00117911	0.000430824	0.0012554	20.076	-1.974334e-11
5.16	16			0.000401737	-0.000274779	0.000486614	-34.362	-0.025261	0.00224878	0.0253602	174.912	0.00113059	0.000438454	0.00121272	21.198	-1.764921e-11
5.17	17			0.000408413	-0.000274898	0.000492219	-33.936	-0.025261	0.00224496	0.0253602	174.918	0.0011133	0.000439288	0.00119687	21.534	-1.643466e-11
5.18	18			0.000415923	-0.000276687	0.000499491	-33.618	-0.0252591	0.00224496	0.0253583	174.918	0.00109196	0.000438811	0.00117696	21.894	-1.898945e-11
5.19	19			0.000396492	-0.000276806	0.000483396	-34.908	-0.0252591	0.00224496	0.0253564	174.918	0.00109065	0.000436785	0.00117481	21.828	-2.234001e-11
5.2	20			0.000394704	-0.000276091	0.000481607	-34.956	-0.0252572	0.00224687	0.0253545	174.912	0.00107706	0.000439407	0.00116325	22.2	-1.970142e-11
5.21	21			0.00044346	-0.000281336	0.000525121	-32.388	-0.0252649	0.00224878	0.025364	174.912	0.00110687	0.000436665	0.00118995	21.528	-1.806806e-11
5.22	22			0.000454905	-0.000281217	0.000534777	-31.716	-0.0252687	0.00224878	0.0253659	174.912	0.00112963	0.000437738	0.00121141	21.18	-1.693722e-11
5.23	23			0.000467183	-0.000284793	0.000547055	-31.362	-0.0252687	0.0022545	0.0253659	174.9	0.00111986	0.000436427	0.00120188	21.294	-2.087411e-11
5.24	24			0.000485184	-0.000286343	0.000563387	-30.546	-0.0252744	0.00225641	0.0253736	174.9	0.0011474	0.000434401	0.00122691	20.742	-1.656028e-11
5.25	25			0.000502829	-0.000287892	0.000579361	-29.778	-0.0252782	0.00225832	0.0253774	174.888	0.00118006	0.000433089	0.00125707	20.154	-1.676969e-11
5.26	26			0.000511292	-0.000287535	0.000586513	-29.352	-0.0252839	0.00226213	0.0253831	174.882	0.0012132	0.000432493	0.00128794	19.62	-2.183742e-11
5.27	27			0.000535969	-0.00029123	0.000609878	-28.506	-0.0252897	0.00226595	0.0253907	174.876	0.0012461	0.000429036	0.00131787	18.996	-1.957579e-11
5.28	28			0.0005523	-0.000294687	0.000625972	-28.074	-0.0252916	0.00226976	0.0253907	174.87	0.00125218	0.000430347	0.00132418	18.972	-1.924075e-11
5.29	29			0.000557426	-0.000294926	0.000630621	-27.876	-0.0252973	0.00227167	0.0253965	174.864	0.00125647	0.000429632	0.00132788	18.882	-2.091599e-11
5.3	30			0.000580553	-0.000296714	0.000651959	-27.066	-0.0252992	0.00227548	0.0253984	174.858	0.00126696	0.000430228	0.00133801	18.756	-1.735604e-11
5.31	31			0.000594024	-0.000299098	0.000664953	-26.718	-0.025303	0.0022793	0.0254041	174.852	0.00129557	0.000429871	0.00136507	18.36	-1.96595e-11
5.32	32			0.00054026	-0.000294687	0.000615362	-28.596	-0.0253011	0.00228502	0.0254041	174.834	0.00132979	0.000428559	0.00139714	17.868	-1.651839e-11
5.33	33			0.000621561	-0.000303628	0.000691775	-26.028	-0.0253125	0.00228693	0.0254136	174.834	0.00132633	0.000429275	0.00139416	17.94	-1.957575e-11
5.34	34			0.000664715	-0.000307204	0.000732306	-24.792	-0.0253221	0.00229074	0.0254232	174.828	0.00135828	0.000427844	0.00142408	17.484	-1.848684e-11
5.35	35			0.000689153	-0.000309827	0.000755552	-24.198	-0.0253278	0.00229646	0.0254289	174.816	0.00138677	0.00042844	0.00145138	17.166	-1.764919e-11
5.36	36			0.000713471	-0.000313642	0.000779394	-23.724	-0.0253335	0.00229837	0.0254365	174.81	0.00139774	0.000427725	0.00146175	17.016	-2.016211e-11
5.37	37			0.000743989	-0.000314476	0.000807647	-22.902	-0.0253431	0.00230409	0.0254461	174.804	0.00140358	0.000430347	0.00146807	17.046	-1.978518e-11
5.38	38			0.000773672	-0.000320079	0.000837211	-22.476	-0.0253507	0.00230981	0.0254537	174.792	0.00140894	0.000430347	0.0014732	16.986	-2.070658e-11
5.39	39			0.000801448	-0.000323774	0.00086439	-21.996	-0.0253621	0.00231744	0.0254651	174.774	0.00143255	0.000429275	0.00149549	16.68	-2.091603e-11
5.4	40			0.000829343	-0.000328304	0.000891928	-21.594	-0.0253659	0.00232126	0.0254709	174.768	0.00143517	0.000429632	0.00149811	16.668	-2.070658e-11
5.41	41			0.00087047	-0.000331523	0.000931505	-20.85	-0.0253774	0.00232698	0.0254823	174.756	0.00145841	0.000432374	0.00152112	16.518	-1.882191e-11
5.42	42			0.000884298	-0.000335695	0.00094581	-20.778	-0.0253869	0.00233461	0.0254918	174.744	0.00148428	0.000432612	0.00154615	16.248	-1.982711e-11
5.43	43			0.000938181	-0.00034249	0.000998624	-20.046	-0.0254022	0.00234033	0.025509	174.732	0.00150061	0.000433089	0.00156189	16.098	-1.743981e-11
5.44	44			0.000998624	-0.000349285	0.00105787	-19.272	-0.0254174	0.00234987	0.0255224	174.72	0.00151993	0.000435593	0.00158108	15.996	-1.949201e-11
5.45	45			0.00104237	-0.000355365	0.00110126	-18.822	-0.0254251	0.00235368	0.0255319	174.708	0.00153101	0.000434877	0.00159157	15.858	-1.90732e-11
5.46	46			0.00106717	-0.000360014	0.00112618	-18.642	-0.0254422	0.00236131	0.0255491	174.696	0.00157822	0.000432612	0.00163639	15.33	-1.92407e-11
5.47	47			0.0011052	-0.000365378	0.00116397	-18.288	-0.0254575	0.00236703	0.0255662	174.684	0.00160433	0.000435116	0.00166226	15.174	-1.928265e-11
5.48	48			0.0011685	-0.000372412	0.00122643	-17.676	-0.0254785	0.00237657	0.0255872	174.666	0.00163592	0.000435593	0.00169302	14.91	-2.095786e-11
5.49	49			0.00122143	-0.000379207	0.00127888	-17.244	-0.0254995	0.00238611	0.0256101	174.654	0.00167228	0.000434401	0.00172783	14.562	-2.074846e-11
5.5	50			0.00127292	-0.000387432	0.0013305	-16.926	-0.0255224	0.00239564	0.0256311	174.636	0.00170089	0.000434043	0.00175536	14.316	-2.250749e-11
5.51	51			0.00132561	-0.000393631	0.00138284	-16.536	-0.0255471	0.00240327	0.0256578	174.618	0.00172962	0.000433566	0.00178314	14.076	-2.334517e-11
5.52	52			0.00136019	-0.000398876	0.00141741	-16.338	-0.0255662	0.00241472	0.0256788	174.606	0.00176335	0.000433447	0.0018158	13.818	-2.062282e-11
5.53	53			0.00141574	-0.000406863	0.00147308	-16.026	-0.0255948	0.00242616	0.0257074	174.582	0.00179101	0.000436308	0.00184346	13.692	-2.007838e-11
5.54	54			0.00150276	-0.000418069	0.00155974	-15.546	-0.0256273	0.00243761	0.0257398	174.564	0.00182486	0.000435354	0.00187588	13.422	-2.016209e-11
5.55	55			0.00156201	-0.000426056	0.00161911	-15.252	-0.0256501	0.00244714	0.0257646	174.546	0.00185133	0.000436785	0.00190211	13.278	-2.003645e-11
5.56	56			0.00163627	-0.00043452	0.00169302	-14.868	-0.0256768	0.00245859	0.0257932	174.528	0.00185276	0.000441553	0.0019045	13.404	-1.676971e-11
5.57	57			0.00169922	-0.000443699	0.0017562	-14.634	-0.0257074	0.00246812	0.0258237	174.51	0.0018282	0.000444653	0.00188137	13.674	-1.739792e-11
5.58	58			0.00177122	-0.000450136	0.00182749	-14.256	-0.025736	0.00247957	0.0258523	174.498	0.00184584	0.000449659	0.00189973	13.692	-2.028778e-11
5.59	59			0.00183631	-0.000459673	0.00189281	-14.052	-0.0257646	0.00249101	0.0258828	174.474	0.00184632	0.00045252	0.00190116	13.776	-1.676969e-11
5.6	60			0.00190545	-0.000468733	0.0019622	-13.818	-0.0257894	0.00249864	0.0259095	174.462	0.00183893	0.000456573	0.00189472	13.95	-2.225622e-11
5.61	61			0.00199629	-0.000480177	0.00205304	-13.518	-0.0258275	0.00251199	0.0259458	174.444	0.00183941	0.00046158	0.00189663	14.094	-2.175361e-11
5.62	62			0.00209476	-0.000490192	0.00215127	-13.17	-0.0258638	0.00252534	0.0259839	174.42	0.00181366	0.000469448	0.0018735	14.52	-1.886375e-11
5.63	63			0.00218321	-0.000499014	0.00223948	-12.87	-0.0258943	0.00253488	0.0260144	174.408	0.00179005	0.000477077	0.00185252	14.928	-2.087411e-11
5.64	64			0.0022843	-0.000510458	0.00234081	-12.594	-0.0259343	0.00254823	0.0260564	174.39	0.00176574	0.000482799	0.00183059	15.294	-2.028775e-11
5.65	65			0.00240304	-0.000524525	0.00245954	-12.312	-0.0259801	0.00255968	0.0261041	174.372	0.00176597	0.000488285	0.00183225	15.462	-2.154419e-11
5.66	66			0.00252058	-0.000537638	0.00257732	-12.042	-0.0260259	0.00257303	0.0261518	174.348	0.00174666	0.000492577	0.00181485	15.75	-2.250748e-11
5.67	67			0.00265338	-0.000552181	0.00271012	-11.754	-0.0260793	0.00258638	0.0262052	174.33	0.00174619	0.000502113	0.001817	16.038	-2.301005e-11
5.68	68			0.00277545	-0.000565533	0.00283243	-11.514	-0.0261365	0.00260355	0.0262643	174.306	0.00173355	0.000509743	0.00180722	16.392	-1.974329e-11
5.69	69			0.00290848	-0.00058246	0.00296618	-11.322	-0.0261956	0.00261499	0.0263234	174.294	0.00172282	0.000515465	0.00179816	16.656	-1.748164e-11
5.7	70			0.00304557	-0.000597004	0.00310351	-11.088	-0.0262548	0.00263025	0.0263845	174.276	0.00169516	0.000523571	0.00177432	17.166	-2.007833e-11
5.71	71			0.00316693	-0.000612024	0.00322558	-10.938	-0.0263177	0.00264551	0.0264493	174.258	0.00169516	0.000528816	0.00177599	17.328	-1.756541e-11
5.72	72			0.00336076	-0.000635866	0.00342037	-10.71	-0.0264131	0.00266649	0.0265466	174.234	0.00171805	0.000529531	0.00179792	17.13	-1.928257e-11
5.73	73			0.00352456	-0.000655178	0.00358488	-10.53	-0.0265008	0.00268556	0.0266343	174.21	0.001714	0.000539545	0.00179697	17.478	-1.635083e-11
5.74	74			0.00367619	-0.00067449	0.00373746	-10.398	-0.0265924	0.00270654	0.0267259	174.186	0.00175024	0.000539307	0.00183154	17.13	-1.697907e-11
5.75	75			0.00385572	-0.00069714	0.00391844	-10.248	-0.0267068	0.00272943	0.0268441	174.162	0.0017717	0.000541929	0.001853	17.01	-1.57645e-11
5.76	76			0.00408176	-0.000724796	0.00414541	-10.068	-0.0268308	0.00275232	0.02697	174.144	0.00180221	0.000545029	0.0018828	16.83	-1.873812e-11
5.77	77			0.00424746	-0.000744108	0.00431207	-9.936	-0.0269586	0.00277521	0.0270997	174.12	0.00182582	0.000547174	0.00190616	16.686	-1.890562e-11
5.78	78			0.00439075	-0.000764135	0.00445679	-9.87	-0.0270807	0.0028	0.0272237	174.096	0.00185204	0.000548843	0.00193167	16.506	-1.97014e-11
5.79	79			0.00455764	-0.00078297	0.0046244	-9.75	-0.0272332	0.00282861	0.0273782	174.066	0.00189091	0.000548128	0.00196888	16.17	-2.016208e-11
5.8	80			0.00469783	-0.000802997	0.00476602	-9.696	-0.0273858	0.00285341	0.0275327	174.048	0.00193907	0.000550035	0.00201561	15.84	-2.03296e-11
5.81	81			0.00482562	-0.000819687	0.00489476	-9.636	-0.0275441	0.0028782	0.027691	174.03	0.00201727	0.00054479	0.00208952	15.114	-1.651837e-11
5.82	82			0.00494722	-0.000835899	0.00501731	-9.588	-0.027691	0.00290491	0.0278417	174.006	0.00207831	0.000541929	0.00214769	14.616	-1.986893e-11
5.83	83			0.00503543	-0.000847343	0.005106	-9.546	-0.0278302	0.0029278	0.0279809	173.994	0.00213577	0.00054026	0.002203	14.196	-2.196301e-11
