variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


1.0	0			0.000807647	-9.03611e-05	0.000812653	-6.384	-0.00465587	0.000265123	0.00466302	176.736	0.0010022	1.38283e-05	0.0010022	0.792	-1.827748e-11
1.005	1			0.000868443	-9.62024e-05	0.000873808	-6.312	-0.00472501	0.000268938	0.00473216	176.742	0.000988491	1.54973e-05	0.000988729	0.9	-2.125109e-11
1.01	2			0.00088859	-9.97786e-05	0.000894193	-6.402	-0.00483373	0.000275137	0.00484136	176.742	0.00099314	1.5855e-05	0.000993259	0.918	-2.116733e-11
1.015	3			0.000748161	-9.19108e-05	0.000753764	-6.996	-0.00495008	0.000279905	0.00495771	176.76	0.00113142	9.05996e-06	0.00113142	0.462	-1.785862e-11
1.02	4			0.000675205	-8.9169e-05	0.000681046	-7.512	-0.00502542	0.000284674	0.00503257	176.754	0.00133098	-3.5763e-07	0.00133098	-0.012	-2.35965e-11
1.025	5			0.000638131	-8.64272e-05	0.000643853	-7.71	-0.00504735	0.000284197	0.00505498	176.778	0.00130499	1.1921e-06	0.00130499	0.054	-1.999459e-11
1.03	6			0.000552539	-7.99899e-05	0.000558261	-8.232	-0.00505784	0.000283243	0.00506499	176.79	0.00127805	3.21867e-06	0.00127805	0.15	-2.062289e-11
1.035	7			0.000509027	-7.62944e-05	0.000514749	-8.514	-0.00505927	0.000282289	0.0050669	176.808	0.00127328	2.3842e-06	0.00127328	0.108	-2.229814e-11
1.04	8			0.000467421	-7.25989e-05	0.000473024	-8.826	-0.0050588	0.000282289	0.00506642	176.808	0.00127352	5.9605e-07	0.00127352	0.03	-2.137674e-11
1.045	9			0.000439169	-7.03339e-05	0.000444772	-9.096	-0.00505975	0.000282289	0.0050669	176.808	0.00127424	-3.5763e-07	0.00127424	-0.012	-1.647658e-11
1.05	10			0.000417354	-6.79498e-05	0.000422837	-9.246	-0.00505975	0.000282766	0.0050669	176.796	0.00127316	7.15259e-07	0.00127316	0.036	-2.074847e-11
