variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	lockin4 x	lockin4 y	lockin4 r	lockin4 phi	smu1 meas	


1.0	0			6.89182e-06	-2.16515e-05	2.27169e-05	-72.336	0.0010388	-1.07289e-05	0.0010388	-0.588	0.0056496	-0.000257494	0.00565532	-2.598	0.00462726	-0.000279428	0.00463584	-3.456	-1.664408e-11
0.998	1			5.60659e-06	-2.0031e-05	2.07984e-05	-74.352	0.00103474	-1.16826e-05	0.00103474	-0.648	0.00564769	-0.000259401	0.00565341	-2.616	0.00462726	-0.000279428	0.00463584	-3.456	-1.819371e-11
0.996	2			2.25754e-06	-1.93903e-05	1.95169e-05	-83.352	0.00102998	-1.07289e-05	0.00102998	-0.582	0.00564387	-0.000259401	0.0056496	-2.622	0.00462535	-0.000280382	0.00463393	-3.462	-1.731418e-11
0.994	3			2.35067e-06	-2.04408e-05	2.05749e-05	-83.43	0.00102974	-1.00136e-05	0.00102974	-0.546	0.00564387	-0.000259401	0.0056496	-2.622	0.0046244	-0.000280382	0.00463298	-3.462	-1.484314e-11
0.992	4			6.96633e-07	-2.03104e-05	2.03216e-05	-88.026	0.00102902	-1.07289e-05	0.00102902	-0.594	0.00564197	-0.000259401	0.0056496	-2.622	0.00462344	-0.000279428	0.00463203	-3.456	-1.890567e-11
0.99	5			1.89245e-06	-1.94759e-05	1.95691e-05	-84.45	0.0010295	-9.29838e-06	0.0010295	-0.51	0.00564197	-0.000257494	0.0056496	-2.604	0.00462344	-0.000279428	0.00463203	-3.456	-1.970145e-11
0.988	6			1.23308e-06	-1.96026e-05	1.96398e-05	-86.388	0.00102855	-1.02521e-05	0.00102855	-0.57	0.00564197	-0.000257494	0.0056496	-2.604	0.00462154	-0.000279428	0.00463012	-3.45	-1.706289e-11
0.986	7			6.33304e-08	-1.91928e-05	1.91891e-05	-89.814	0.00102688	-1.00136e-05	0.00102688	-0.546	0.00564006	-0.000257494	0.00564769	-2.604	0.00462249	-0.000278475	0.00463107	-3.444	-1.777486e-11
0.984	8			1.75462e-06	-1.97144e-05	1.97889e-05	-84.906	0.00102855	-9.77522e-06	0.00102855	-0.54	0.00564006	-0.000259401	0.00564769	-2.622	0.00462344	-0.000279428	0.00463203	-3.456	-2.108354e-11
0.982	9			4.21706e-06	-1.92003e-05	1.96547e-05	-77.604	0.0010295	-1.07289e-05	0.0010295	-0.594	0.00564006	-0.000259401	0.00564769	-2.622	0.00462535	-0.000279428	0.00463393	-3.456	-2.359648e-11
0.98	10			7.65553e-06	-2.00012e-05	2.14131e-05	-69.054	0.00102831	-1.04905e-05	0.00102831	-0.576	0.00564006	-0.000259401	0.00564769	-2.622	0.00462821	-0.000279428	0.00463679	-3.456	-2.120919e-11
0.978	11			1.29492e-05	-2.01353e-05	2.39388e-05	-57.252	0.00103474	-1.07289e-05	0.00103474	-0.588	0.00564197	-0.000259401	0.0056496	-2.622	0.00462821	-0.000280382	0.00463679	-3.462	-2.154423e-11
0.976	12			1.75574e-05	-2.03477e-05	2.68744e-05	-49.206	0.00104738	-1.02521e-05	0.00104738	-0.558	0.00564006	-0.000259401	0.00564769	-2.622	0.00461963	-0.000281336	0.00462821	-3.474	-2.372218e-11
0.974	13			1.90848e-05	-1.95132e-05	2.72953e-05	-45.636	0.00108195	-1.16826e-05	0.00108195	-0.618	0.00564006	-0.000261309	0.00564769	-2.64	0.00459102	-0.000279428	0.0045996	-3.474	-2.330332e-11
