variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


5.0	0			0.000356438	-0.000278594	0.000452401	-37.998	-0.025736	0.00235178	0.0258409	174.774	0.00362827	0.000251533	0.00363709	3.966	-1.777492e-11
5.01	1			0.000348093	-0.000276329	0.000444414	-38.442	-0.025715	0.00234796	0.0258199	174.78	0.0035639	0.000256302	0.00357319	4.11	-2.296823e-11
5.02	2			0.000335338	-0.000275614	0.000434043	-39.396	-0.0256921	0.00234224	0.025797	174.786	0.00347592	0.000260593	0.00348593	4.29	-1.697912e-11
5.03	3			0.000335576	-0.000273468	0.000432851	-39.162	-0.0256578	0.00233461	0.0257627	174.798	0.00335743	0.00027013	0.00336839	4.602	-1.840313e-11
5.04	4			0.000333073	-0.000274898	0.000431778	-39.528	-0.0256253	0.00233079	0.0257303	174.798	0.00321032	0.000278713	0.00322248	4.962	-1.723043e-11
5.05	5			0.000335099	-0.000274064	0.00043297	-39.27	-0.0255929	0.00232317	0.0256959	174.81	0.00309063	0.000288727	0.00310399	5.34	-1.823563e-11
5.06	6			0.000321748	-0.000274422	0.000422837	-40.446	-0.0255548	0.00231744	0.0256578	174.816	0.00292112	0.000296118	0.00293614	5.79	-1.903133e-11
5.07	7			0.000284078	-0.000268819	0.000391008	-43.404	-0.0255128	0.00230981	0.0256158	174.822	0.0027559	0.000309946	0.0027733	6.42	-2.007842e-11
5.08	8			0.000330569	-0.000273587	0.000429036	-39.606	-0.0254937	0.00230409	0.0255948	174.834	0.00264408	0.000317099	0.00266315	6.846	-2.397349e-11
5.09	9			0.000345351	-0.000274302	0.000440957	-38.454	-0.0254689	0.00229646	0.02557	174.846	0.00249912	0.000327589	0.00252058	7.47	-1.618338e-11
5.1	10			0.000355961	-0.00027466	0.00044954	-37.638	-0.0254403	0.00228883	0.0255414	174.858	0.00233985	0.00034094	0.00236441	8.292	-1.668595e-11
5.11	11			0.000353457	-0.000275256	0.000447871	-37.896	-0.0254136	0.00228311	0.0255147	174.864	0.00219513	0.000349285	0.00222279	9.042	-2.01203e-11
5.12	12			0.000361802	-0.000276329	0.000455262	-37.362	-0.0253888	0.00227739	0.025488	174.87	0.00204922	0.00035906	0.00208046	9.942	-1.844501e-11
5.13	13			0.000373127	-0.00027776	0.000465157	-36.654	-0.0253679	0.00227357	0.0254689	174.876	0.00193048	0.00036812	0.00196554	10.8	-1.597397e-11
5.14	14			0.000373008	-0.00027776	0.000465037	-36.666	-0.0253526	0.00226976	0.0254537	174.882	0.00182772	0.000376942	0.00186635	11.652	-2.213065e-11
5.15	15			0.000391008	-0.000280621	0.00048125	-35.646	-0.0253392	0.00226595	0.0254403	174.888	0.00173665	0.000381233	0.00177789	12.384	-1.618338e-11
5.16	16			0.000403168	-0.000280501	0.000491146	-34.812	-0.0253297	0.00226404	0.0254289	174.888	0.00164033	0.000390531	0.0016861	13.398	-1.689536e-11
5.17	17			0.000413062	-0.000282528	0.000500444	-34.368	-0.025324	0.00226213	0.0254232	174.894	0.00155998	0.000397684	0.00161005	14.304	-1.522011e-11
5.18	18			0.000418546	-0.000282528	0.000504974	-34.008	-0.0253202	0.00225832	0.0254174	174.9	0.00151182	0.000400307	0.00156403	14.832	-1.83612e-11
5.19	19			0.000397684	-0.000281813	0.000487329	-35.316	-0.0253145	0.00226213	0.0254155	174.888	0.00149251	0.000403406	0.00154615	15.126	-1.702101e-11
5.2	20			0.000396015	-0.000281455	0.00048578	-35.4	-0.0253125	0.00226595	0.0254117	174.882	0.00144554	0.000407936	0.00150204	15.756	-2.259134e-11
5.21	21			0.000444653	-0.000286819	0.000529055	-32.82	-0.0253125	0.00226404	0.0254136	174.888	0.00143314	0.000409128	0.00149036	15.942	-1.769113e-11
5.22	22			0.000460746	-0.000289919	0.000544433	-32.166	-0.0253106	0.00226595	0.0254098	174.882	0.00139952	0.000412466	0.00145913	16.422	-2.154427e-11
5.23	23			0.000476958	-0.0002898	0.000558142	-31.278	-0.0253125	0.00226976	0.0254136	174.876	0.00139809	0.00041342	0.00145794	16.476	-2.154427e-11
5.24	24			0.000490788	-0.000291349	0.000570659	-30.69	-0.0253125	0.00226976	0.0254136	174.876	0.00138117	0.000415804	0.00144244	16.758	-1.8445e-11
5.25	25			0.00050557	-0.000294091	0.000584844	-30.174	-0.0253145	0.00227167	0.0254155	174.87	0.00137997	0.00041795	0.00144172	16.848	-1.781679e-11
5.26	26			0.000523929	-0.000295522	0.000601534	-29.424	-0.0253145	0.00227548	0.0254155	174.858	0.00136567	0.000420572	0.00142885	17.124	-2.074853e-11
5.27	27			0.000548486	-0.000301005	0.000625614	-28.746	-0.0253183	0.0022793	0.0254174	174.852	0.00135923	0.000420095	0.00142289	17.172	-2.162807e-11
5.28	28			0.000566009	-0.000302555	0.000641827	-28.116	-0.0253164	0.00228311	0.0254174	174.84	0.00133587	0.000425579	0.00140215	17.676	-1.96596e-11
5.29	29			0.000572685	-0.000302197	0.000647429	-27.81	-0.0253145	0.00228502	0.0254174	174.84	0.00132657	0.000428917	0.00139428	17.922	-1.836125e-11
5.3	30			0.000600699	-0.000305774	0.000674013	-26.97	-0.0253259	0.00229074	0.0254289	174.828	0.00130749	0.000433685	0.00137759	18.354	-2.192122e-11
5.31	31			0.000616554	-0.000308277	0.000689272	-26.562	-0.025324	0.00229456	0.0254251	174.822	0.00128985	0.000437262	0.00136209	18.732	-1.907324e-11
5.32	32			0.000571851	-0.000305893	0.000648383	-28.134	-0.0253125	0.00230028	0.0254155	174.804	0.0012467	0.00044203	0.00132275	19.524	-1.810995e-11
5.33	33			0.000658993	-0.000313761	0.000729803	-25.452	-0.025324	0.00230218	0.025427	174.804	0.00123573	0.00044656	0.00131393	19.866	-2.053913e-11
5.34	34			0.00070012	-0.000317099	0.000768665	-24.36	-0.0253221	0.00230409	0.0254251	174.798	0.00118018	0.000453712	0.00126434	21.03	-1.693725e-11
5.35	35			0.000731234	-0.000321867	0.000798944	-23.748	-0.025324	0.00230981	0.025427	174.786	0.00114179	0.000457766	0.00123025	21.852	-2.104171e-11
5.36	36			0.000758652	-0.000324728	0.00082517	-23.166	-0.025324	0.00231554	0.025427	174.774	0.00111962	0.000464918	0.00121237	22.548	-2.296826e-11
5.37	37			0.00078905	-0.000327351	0.000854257	-22.53	-0.0253259	0.00232126	0.0254289	174.762	0.0010903	0.000472071	0.00118805	23.418	-1.446623e-11
5.38	38			0.00082529	-0.000333788	0.000890259	-22.02	-0.0253316	0.00232889	0.0254365	174.744	0.00107623	0.000475647	0.00117684	23.844	-1.991088e-11
5.39	39			0.000858191	-0.000337126	0.000921968	-21.444	-0.0253335	0.00233652	0.0254403	174.732	0.00105239	0.000480415	0.00115681	24.54	-2.028782e-11
5.4	40			0.000894789	-0.000343086	0.000958327	-20.97	-0.0253392	0.00234415	0.0254461	174.714	0.00106622	0.000483753	0.00117088	24.408	-1.702105e-11
5.41	41			0.000933651	-0.000350358	0.000997193	-20.562	-0.0253488	0.00234987	0.0254556	174.696	0.00106288	0.000486614	0.00116921	24.606	-2.120918e-11
5.42	42			0.000952963	-0.000354053	0.00101651	-20.376	-0.0253545	0.00236131	0.0254632	174.678	0.00106693	0.000492338	0.00117493	24.78	-1.777489e-11
5.43	43			0.00100876	-0.000362875	0.00107206	-19.776	-0.0253679	0.00236894	0.0254766	174.66	0.00110389	0.000490908	0.00120831	23.982	-1.82356e-11
5.44	44			0.00107563	-0.000372412	0.00113822	-19.092	-0.0253869	0.00237848	0.0254956	174.642	0.00110651	0.000495914	0.0012126	24.15	-2.125111e-11
5.45	45			0.00112034	-0.000381233	0.0011834	-18.786	-0.0254041	0.00238802	0.0255128	174.63	0.00116444	0.000494484	0.00126506	23.01	-2.041348e-11
5.46	46			0.00116576	-0.00038767	0.00122858	-18.39	-0.0254213	0.00239755	0.0255338	174.612	0.00122119	0.000494722	0.00131775	22.056	-2.259132e-11
5.47	47			0.00122619	-0.000398399	0.00128926	-17.994	-0.025448	0.0024109	0.0255605	174.588	0.00130344	0.000487568	0.00139166	20.508	-1.965962e-11
5.48	48			0.00131667	-0.000408413	0.00137854	-17.232	-0.0254728	0.00241853	0.0255872	174.57	0.00137473	0.000486614	0.00145841	19.5	-1.861253e-11
5.49	49			0.00141741	-0.000423314	0.00147928	-16.626	-0.0255109	0.00243379	0.0256253	174.546	0.00151206	0.000476362	0.00158525	17.49	-2.108361e-11
5.5	50			0.00152946	-0.000435712	0.00159038	-15.9	-0.0255491	0.00244905	0.0256635	174.522	0.00165582	0.000468256	0.00172067	15.798	-1.840312e-11
5.51	51			0.00164808	-0.000450613	0.00170851	-15.288	-0.025591	0.0024624	0.0257074	174.504	0.00183202	0.000454905	0.00188781	13.95	-2.016214e-11
5.52	52			0.0018015	-0.00046611	0.00186086	-14.502	-0.0256559	0.00248148	0.0257722	174.474	0.0020857	0.000436785	0.002131	11.832	-1.681161e-11
5.53	53			0.00197388	-0.000487806	0.00203301	-13.878	-0.0257207	0.00250246	0.025839	174.444	0.00231983	0.000417711	0.00235726	10.206	-2.280069e-11
5.54	54			0.00225092	-0.00051618	0.00230934	-12.912	-0.0258237	0.00252916	0.0259439	174.402	0.00267531	0.0003922	0.00270392	8.34	-2.183741e-11
5.55	55			0.00250985	-0.000546698	0.0025685	-12.288	-0.0259343	0.00255586	0.0260583	174.372	0.00303818	0.000362637	0.00305988	6.81	-2.388963e-11
5.56	56			0.00282122	-0.000582937	0.00288083	-11.67	-0.0260793	0.00259019	0.0262071	174.324	0.00345279	0.000327827	0.00346829	5.424	-2.074849e-11
5.57	57			0.00316884	-0.000622991	0.00322963	-11.118	-0.0262529	0.00262643	0.0263826	174.282	0.0038984	0.000290873	0.00390938	4.266	-2.037157e-11
5.58	58			0.00355341	-0.000664953	0.00361492	-10.596	-0.0264665	0.0026703	0.0266	174.234	0.00436166	0.000254633	0.00436905	3.342	-1.630904e-11
5.59	59			0.00391081	-0.000708345	0.00397447	-10.26	-0.0266877	0.00271036	0.0268232	174.198	0.0048075	0.000214578	0.00481227	2.562	-1.568081e-11
5.6	60			0.0043247	-0.00075746	0.00439051	-9.936	-0.0269719	0.00275995	0.0271112	174.156	0.00531963	0.000170709	0.00532249	1.842	-1.362858e-11
5.61	61			0.00473121	-0.000807766	0.0047994	-9.69	-0.0272809	0.00281335	0.027424	174.108	0.00572827	0.000137807	0.00572971	1.38	-1.408925e-11
5.62	62			0.00508979	-0.000850681	0.00516036	-9.486	-0.0275937	0.00286104	0.0277406	174.078	0.00603631	0.000112534	0.00603727	1.074	-1.58902e-11
5.63	63			0.0053902	-0.000887398	0.00546268	-9.348	-0.0279046	0.00290491	0.0280553	174.054	0.00622323	9.82289e-05	0.00622419	0.906	-2.347085e-11
5.64	64			0.00568727	-0.000922684	0.00576165	-9.216	-0.0282708	0.0029545	0.0284215	174.03	0.00633004	9.48911e-05	0.00633052	0.858	-2.108354e-11
5.65	65			0.00591996	-0.000952724	0.00599626	-9.138	-0.0286733	0.00300218	0.0288278	174.018	0.00630239	0.000104905	0.00630334	0.96	-1.764923e-11
5.66	66			0.00603154	-0.000966553	0.00610831	-9.102	-0.029009	0.00303842	0.0291654	174.018	0.00617793	0.000124932	0.00617936	1.158	-2.095792e-11
5.67	67			0.00606444	-0.000972275	0.00614169	-9.108	-0.0293313	0.00307275	0.0294896	174.018	0.00592092	0.000158311	0.0059233	1.53	-1.878005e-11
5.68	68			0.00601009	-0.000966076	0.00608686	-9.126	-0.0296346	0.00309564	0.0297948	174.036	0.00554994	0.000204564	0.00555328	2.112	-2.246568e-11
5.69	69			0.00586417	-0.00095034	0.00594094	-9.198	-0.0298692	0.0031109	0.0300294	174.054	0.00512794	0.000252726	0.00513414	2.826	-2.644445e-11
