variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


5.0	0			0.000343205	-0.000277402	0.000441195	-38.934	-0.0255624	0.00233079	0.0256654	174.786	0.0024047	0.000350477	0.00242998	8.298	-2.032971e-11
4.995	1			0.000352385	-0.000277163	0.000448348	-38.178	-0.0255624	0.00233461	0.0256654	174.774	0.00236417	0.000356199	0.0023904	8.574	-1.651847e-11
4.99	2			0.00039828	-0.000277044	0.000485064	-34.818	-0.0255624	0.00233842	0.0256654	174.768	0.0022874	0.000361921	0.00231554	8.994	-1.999465e-11
4.985	3			0.000423076	-0.000279548	0.000507001	-33.444	-0.0255662	0.00233842	0.0256654	174.768	0.00224878	0.000365259	0.00227787	9.228	-1.831936e-11
4.98	4			0.000424029	-0.000280978	0.000508551	-33.522	-0.0255777	0.00233842	0.0256807	174.774	0.0021577	0.000371458	0.00218917	9.774	-1.70629e-11
4.975	5			0.000434997	-0.000281693	0.000518207	-32.916	-0.0255548	0.00233842	0.0256578	174.768	0.00201608	0.000384333	0.00205232	10.8	-1.605776e-11
4.97	6			0.000448348	-0.000285627	0.000531558	-32.49	-0.0255395	0.00233842	0.0256425	174.762	0.00191785	0.000392439	0.00195743	11.568	-2.439226e-11
4.965	7			0.00045705	-0.000284912	0.000538472	-31.932	-0.0255395	0.00233842	0.0256387	174.762	0.00187016	0.000399115	0.00191212	12.048	-1.953395e-11
4.96	8			0.000484826	-0.000283362	0.000561479	-30.288	-0.0255166	0.00233842	0.0256196	174.762	0.0017438	0.000408651	0.00179148	13.194	-1.785866e-11
4.955	9			0.000495557	-0.000285389	0.000571851	-29.934	-0.0254976	0.00233461	0.0256006	174.762	0.00160647	0.000420572	0.00166083	14.67	-1.995279e-11
4.95	10			0.000516418	-0.000288846	0.000591759	-29.208	-0.0254861	0.00233842	0.0255891	174.756	0.00153542	0.000428202	0.00159407	15.588	-1.991089e-11
4.945	11			0.000529531	-0.000291349	0.000604395	-28.812	-0.0254823	0.00233842	0.0255853	174.75	0.00149203	0.000430586	0.00155307	16.098	-2.070662e-11
4.94	12			0.000553969	-0.000285627	0.00062323	-27.27	-0.0254747	0.00234224	0.0255777	174.744	0.00143815	0.000437738	0.00150348	16.938	-2.158617e-11
4.935	13			0.000560526	-0.000288608	0.000630502	-27.24	-0.0254594	0.00233842	0.0255624	174.75	0.00133658	0.000445368	0.00140906	18.432	-1.848694e-11
4.93	14			0.000587348	-0.000292184	0.000656012	-26.442	-0.0254594	0.00234605	0.0255624	174.732	0.00129796	0.000449659	0.00137378	19.116	-1.857069e-11
4.925	15			0.000619177	-0.000288488	0.000683073	-24.972	-0.0254441	0.00234224	0.0255471	174.738	0.00121737	0.000458719	0.00130082	20.652	-2.087421e-11
4.92	16			0.000642065	-0.000290396	0.00070465	-24.33	-0.0254251	0.00234224	0.0255281	174.732	0.00108386	0.000468256	0.00118066	23.364	-1.903133e-11
4.915	17			0.000673179	-0.000294091	0.000734571	-23.592	-0.0254136	0.00234605	0.0255166	174.726	0.000986584	0.000478746	0.00109673	25.89	-1.727231e-11
4.91	18			0.000697736	-0.000298025	0.000758652	-23.118	-0.0254022	0.00234224	0.0255052	174.726	0.000876907	0.000486853	0.00100327	29.058	-1.957581e-11
4.905	19			0.000724677	-0.00030029	0.000784401	-22.5	-0.0253907	0.00234605	0.0254937	174.72	0.000805143	0.000495676	0.000945572	31.62	-1.945018e-11
4.9	20			0.000739578	-0.000299217	0.000797872	-22.02	-0.0253907	0.00234605	0.0254937	174.72	0.000780825	0.00049663	0.000925545	32.46	-1.974337e-11
4.895	21			0.000763182	-0.000302197	0.00082076	-21.594	-0.0253793	0.00234605	0.0254823	174.714	0.000700239	0.000504736	0.000863317	35.79	-1.785866e-11
4.89	22			0.000786785	-0.000302197	0.000842813	-21.006	-0.0253755	0.00234605	0.0254785	174.714	0.000641827	0.000511412	0.000820879	38.556	-1.9157e-11
4.885	23			0.000808958	-0.000302317	0.000863675	-20.49	-0.0253602	0.00234605	0.025467	174.714	0.000553612	0.000516418	0.000757221	43.014	-1.69373e-11
4.88	24			0.000831489	-0.000304462	0.000885371	-20.106	-0.0253564	0.00234605	0.0254632	174.714	0.000500444	0.00052071	0.000722412	46.134	-2.125112e-11
4.875	25			0.000841502	-0.000305774	0.000895385	-19.962	-0.0253526	0.00234605	0.0254594	174.714	0.000482799	0.000523094	0.000711922	47.304	-2.166995e-11
4.87	26			0.000859741	-0.000306131	0.000912551	-19.596	-0.0253526	0.00234605	0.0254556	174.708	0.000436308	0.000529293	0.000685934	50.49	-2.028781e-11
4.865	27			0.000867728	-0.000307919	0.000920657	-19.536	-0.0253488	0.00234605	0.0254556	174.708	0.000409128	0.000528816	0.000668768	52.266	-2.003654e-11
4.86	28			0.000877503	-0.000308277	0.000930075	-19.35	-0.025345	0.00234987	0.0254518	174.702	0.000379087	0.000532631	0.000653747	54.546	-2.112546e-11
