variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


5.0	0			1.09673e-05	-0.000260951	0.000260951	-87.588	-0.0301477	0.00263406	0.0302621	175.002	0.000481607	0.000580553	0.00075436	50.316	-1.857054e-11
5.01	1			3.3498e-05	-0.000261785	0.000263812	-82.686	-0.0301458	0.00263597	0.0302602	175.002	0.000478031	0.000583176	0.000754122	50.658	-1.790046e-11
5.02	2			7.3791e-05	-0.000266554	0.000276448	-74.508	-0.0301439	0.00263788	0.0302564	174.996	0.000489	0.000582937	0.000760797	50.004	-1.735598e-11
5.03	3			0.000129105	-0.000270845	0.000299932	-64.494	-0.0301381	0.00263979	0.0302507	174.99	0.000532154	0.000580791	0.000787739	47.502	-2.083217e-11
5.04	4			0.000232459	-0.000281574	0.000365021	-50.442	-0.0301305	0.00264551	0.0302449	174.978	0.000617746	0.000572924	0.000842575	42.834	-2.221424e-11
5.05	5			0.00039685	-0.000296118	0.00049508	-36.72	-0.0301191	0.00265314	0.0302335	174.96	0.000760797	0.000560764	0.000945095	36.39	-1.760727e-11
5.06	6			0.000629667	-0.00031841	0.000705604	-26.814	-0.0301038	0.00266649	0.0302202	174.936	0.000986107	0.000544075	0.0011263	28.896	-1.714655e-11
5.07	7			0.000931028	-0.000348331	0.000993975	-20.508	-0.0300924	0.00267984	0.0302087	174.906	0.00128938	0.000518803	0.00138975	21.924	-2.527164e-11
5.08	8			0.00130869	-0.00038326	0.00136364	-16.32	-0.0300866	0.00270082	0.0302068	174.87	0.001678	0.000488523	0.00174762	16.236	-1.371226e-11
5.09	9			0.00178648	-0.000431301	0.00183774	-13.566	-0.0300924	0.00272562	0.0302144	174.822	0.00219156	0.000442507	0.0022359	11.418	-1.777478e-11
5.1	10			0.00219847	-0.000472071	0.00224854	-12.114	-0.0301114	0.00275232	0.0302354	174.774	0.00266482	0.000402929	0.0026951	8.598	-2.19211e-11
5.11	11			0.00278522	-0.000532631	0.00283577	-10.824	-0.0301591	0.00278856	0.030285	174.714	0.00330426	0.000348808	0.00332262	6.03	-1.702091e-11
5.12	12			0.00320007	-0.000574831	0.00325109	-10.182	-0.0302163	0.00281717	0.030346	174.672	0.00380971	0.00030637	0.0038221	4.596	-1.898938e-11
5.13	13			0.00369193	-0.000628952	0.00374509	-9.666	-0.0303117	0.00285532	0.0304452	174.618	0.0043762	0.00025201	0.00438336	3.3	-2.137664e-11
5.14	14			0.004123	-0.000675444	0.00417808	-9.3	-0.0304319	0.00289346	0.0305654	174.564	0.00491002	0.000207902	0.00491431	2.43	-1.614141e-11
5.15	15			0.00438336	-0.000704531	0.00443962	-9.132	-0.0305425	0.00292207	0.0306798	174.534	0.00524858	0.000176431	0.00525144	1.926	-2.481097e-11
5.16	16			0.00459054	-0.000733379	0.00464872	-9.072	-0.0306703	0.00294878	0.0308095	174.504	0.00553659	0.000150205	0.00553897	1.554	-2.104157e-11
5.17	17			0.00473693	-0.000748638	0.00479558	-8.982	-0.0307924	0.00297357	0.0309354	174.48	0.00574926	0.000129701	0.00575069	1.296	-1.706281e-11
5.18	18			0.00483516	-0.000761513	0.00489476	-8.946	-0.0309259	0.00299646	0.0310689	174.462	0.00590947	0.000117302	0.00591043	1.14	-1.815173e-11
