variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	lockin4 x	lockin4 y	lockin4 r	lockin4 phi	smu1 meas	


5.0	0			3.43921e-05	-0.00012064	0.000125409	-74.064	0.000926141	0.000258924	0.000961665	15.624	0.0262491	-0.00198747	0.0263234	-4.326	0.0254136	-0.00242426	0.0255281	-5.448	-1.857077e-11
5.01	1			3.21271e-05	-0.000120759	0.000124873	-75.096	0.00104297	0.000245573	0.00107158	13.248	0.0263768	-0.0019951	0.0264512	-4.326	0.0254251	-0.00242044	0.0255395	-5.436	-1.51783e-11
5.02	2			2.71798e-05	-0.000124634	0.000127555	-77.688	0.00108517	0.000240208	0.00111151	12.48	0.0264207	-0.0019951	0.026497	-4.32	0.0254232	-0.00241853	0.0255376	-5.436	-1.572273e-11
5.03	3			2.50937e-05	-0.00012684	0.000129224	-78.792	0.00114954	0.000233651	0.00117303	11.49	0.0264951	-0.00199892	0.0265695	-4.314	0.025427	-0.00241663	0.0255414	-5.43	-1.542957e-11
5.04	4			2.25903e-05	-0.000129045	0.000130952	-80.064	0.00121833	0.00022626	0.00123919	10.524	0.0265657	-0.00200082	0.026642	-4.302	0.0254289	-0.00241472	0.0255452	-5.424	-2.313587e-11
5.05	5			2.18154e-05	-0.000126422	0.000128211	-80.184	0.00126327	0.000218154	0.00128198	9.804	0.0266057	-0.00200655	0.026682	-4.308	0.0254251	-0.002409	0.0255376	-5.412	-2.032981e-11
5.06	6			1.80603e-05	-0.000133754	0.000134886	-82.308	0.00126076	0.000214578	0.00127888	9.66	0.0265962	-0.00199701	0.0266706	-4.296	0.0254136	-0.00240327	0.0255262	-5.4	-2.125121e-11
5.07	7			1.31727e-05	-0.000131072	0.000131668	-84.252	0.00124598	0.000214578	0.00126434	9.774	0.0265714	-0.0019951	0.0266458	-4.296	0.0253965	-0.00240137	0.025509	-5.4	-1.961778e-11
5.08	8			1.80007e-05	-0.00013137	0.000132562	-82.182	0.00132228	0.000204802	0.00133801	8.808	0.0266515	-0.00200082	0.0267259	-4.29	0.0254041	-0.00239564	0.0255185	-5.388	-1.831947e-11
5.09	9			2.0981e-05	-0.00013137	0.000132979	-80.916	0.00132609	0.000201703	0.00134135	8.652	0.0266477	-0.00199892	0.026724	-4.29	0.0254022	-0.00238992	0.0255128	-5.376	-1.72724e-11
5.1	10			2.04445e-05	-0.000133217	0.000134707	-81.264	0.00133718	0.000197173	0.0013516	8.388	0.0266496	-0.0019951	0.026724	-4.284	0.0253907	-0.00238611	0.0255033	-5.364	-1.790062e-11
5.11	11			2.00273e-05	-0.000133337	0.000134767	-81.438	0.00129808	0.000196219	0.00131286	8.598	0.0266057	-0.00199319	0.0266801	-4.284	0.0253869	-0.00238039	0.0254976	-5.358	-1.915708e-11
5.12	12			2.1577e-05	-0.000132323	0.000134052	-80.73	0.00125492	0.000199915	0.00127078	9.054	0.0265523	-0.00198366	0.0266248	-4.272	0.0253774	-0.00237466	0.0254861	-5.346	-1.936652e-11
5.13	13			2.11002e-05	-0.000133038	0.000134648	-80.976	0.00118995	0.00020218	0.001207	9.648	0.026476	-0.00197984	0.0265504	-4.272	0.025364	-0.00237276	0.0254747	-5.34	-1.534584e-11
5.14	14			2.15174e-05	-0.00013274	0.000134409	-80.784	0.00115085	0.000203491	0.00116862	10.026	0.0264264	-0.00197412	0.0264989	-4.272	0.0253545	-0.00236894	0.0254651	-5.334	-1.848697e-11
5.15	15			2.45572e-05	-0.000133277	0.000135482	-79.554	0.00110126	0.000204922	0.00112022	10.542	0.0263673	-0.0019684	0.0264398	-4.272	0.0253488	-0.00236513	0.0254575	-5.328	-1.869645e-11
5.16	16			2.67626e-05	-0.00013274	0.000135303	-78.582	0.00106049	0.000207187	0.00108052	11.058	0.0263177	-0.00196649	0.0263921	-4.272	0.0253412	-0.00236513	0.0254518	-5.328	-1.718866e-11
5.17	17			2.84911e-05	-0.000132621	0.000135601	-77.856	0.00103284	0.00020969	0.00105394	11.478	0.0262891	-0.00196268	0.0263635	-4.266	0.0253431	-0.00236322	0.0254537	-5.322	-1.697922e-11
5.18	18			2.99216e-05	-0.000132979	0.000136257	-77.31	0.00102437	0.000208379	0.00104535	11.496	0.0262834	-0.00196077	0.0263559	-4.266	0.025345	-0.00236131	0.0254556	-5.322	-2.087428e-11
5.19	19			2.96236e-05	-0.000131966	0.000135244	-77.346	0.0010227	0.000207902	0.00104357	11.496	0.0262796	-0.00196649	0.026354	-4.278	0.0253431	-0.00236322	0.0254537	-5.322	-2.041357e-11
5.2	20			2.65838e-05	-0.000134231	0.000136734	-78.792	0.000994451	0.000207425	0.00101591	11.784	0.0262529	-0.00196649	0.0263273	-4.278	0.0253412	-0.00236513	0.0254518	-5.334	-1.718861e-11
5.21	21			3.39153e-05	-0.000134707	0.00013882	-75.858	0.00103117	0.00020373	0.00105119	11.178	0.0262929	-0.0019684	0.0263673	-4.284	0.0253507	-0.00236513	0.0254613	-5.328	-1.723055e-11
5.22	22			3.49286e-05	-0.000133694	0.000138105	-75.354	0.00104702	0.000203253	0.00106657	10.986	0.026312	-0.00197412	0.0263845	-4.29	0.0253564	-0.00236703	0.025467	-5.334	-2.087426e-11
