variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	lockin4 x	lockin4 y	lockin4 r	lockin4 phi	smu1 meas	


0.0	0			1.92692e-05	-1.22004e-06	1.93064e-05	-3.618	2.07276e-05	2.30969e-06	2.08543e-05	6.36	7.63132e-06	1.20328e-06	7.72631e-06	8.958	6.9477e-06	-2.85172e-06	7.50835e-06	-22.302	-1.769088e-11
0.01	1			1.9489e-05	-6.03501e-07	1.94983e-05	-1.77	2.03812e-05	1.88873e-06	2.04669e-05	5.298	7.89022e-06	7.69276e-07	7.92748e-06	5.574	7.1768e-06	-2.04147e-06	7.46179e-06	-15.864	-1.915675e-11
0.02	2			1.85837e-05	-1.48826e-06	1.86433e-05	-4.572	2.01241e-05	2.01912e-06	2.02247e-05	5.73	7.24572e-06	1.19583e-06	7.34444e-06	9.378	6.25479e-06	-1.97069e-06	6.5584e-06	-17.478	-2.443386e-11
0.03	3			1.83658e-05	-3.79981e-07	1.83695e-05	-1.182	1.96622e-05	1.72854e-06	1.97404e-05	5.028	7.27552e-06	7.67413e-07	7.31464e-06	6.03	6.56958e-06	-2.17931e-06	6.92162e-06	-18.336	-2.502019e-11
0.04	4			1.82168e-05	-1.32249e-07	1.82168e-05	-0.414	1.96361e-05	2.33205e-06	1.9774e-05	6.774	6.23989e-06	1.15671e-06	6.34792e-06	10.512	6.28459e-06	-2.5239e-06	6.77447e-06	-21.87	-2.120895e-11
0.05	5			1.79262e-05	2.64497e-07	1.79281e-05	0.846	1.87905e-05	2.00422e-06	1.88985e-05	6.096	7.64808e-06	1.06917e-06	7.72445e-06	7.962	7.40218e-06	-2.08059e-06	7.68906e-06	-15.702	-2.116707e-11
0.06	6			1.75593e-05	-5.97913e-07	1.75686e-05	-1.944	1.85483e-05	1.7956e-06	1.8634e-05	5.532	7.32954e-06	8.7731e-07	7.37983e-06	6.834	7.0669e-06	-2.57605e-06	7.52139e-06	-20.016	-1.723023e-11
0.07	7			1.8418e-05	-6.38891e-07	1.84291e-05	-1.986	1.85558e-05	1.87383e-06	1.86489e-05	5.772	6.66271e-06	1.20141e-06	6.76888e-06	10.224	7.02965e-06	-2.21097e-06	7.36865e-06	-17.448	-2.284234e-11
0.08	8			1.62368e-05	-7.76727e-07	1.62554e-05	-2.736	1.80193e-05	2.06755e-06	1.81423e-05	6.552	6.97564e-06	4.58213e-07	6.99054e-06	3.756	6.84898e-06	-2.22588e-06	7.20102e-06	-17.994	-1.982687e-11
0.09	9			1.71271e-05	-4.9733e-07	1.71327e-05	-1.662	1.79821e-05	1.43797e-06	1.8038e-05	4.578	6.22126e-06	6.14677e-07	6.25293e-06	5.64	6.34792e-06	-2.03402e-06	6.66457e-06	-17.76	-2.242352e-11
0.1	10			1.62591e-05	-2.58909e-07	1.6261e-05	-0.912	1.80193e-05	2.74183e-06	1.8228e-05	8.652	7.95355e-06	7.39474e-07	7.98894e-06	5.316	6.94583e-06	-1.69874e-06	7.15072e-06	-13.74	-1.957556e-11
0.11	11			1.6749e-05	1.88128e-07	1.67509e-05	0.642	1.81684e-05	2.27989e-06	1.83099e-05	7.152	7.39287e-06	3.44591e-07	7.40032e-06	2.67	7.06877e-06	-1.74531e-06	7.28111e-06	-13.866	-1.991059e-11
0.12	12			1.61325e-05	0.0	1.61325e-05	0.006	1.74531e-05	2.17931e-06	1.75909e-05	7.116	6.98309e-06	1.3169e-06	7.10788e-06	10.686	6.49135e-06	-2.09177e-06	6.82104e-06	-17.844	-2.150217e-11
0.13	13			1.5909e-05	-6.66831e-07	1.5922e-05	-2.394	1.80827e-05	2.15696e-06	1.82131e-05	6.81	6.66644e-06	1.44542e-06	6.8229e-06	12.24	6.19891e-06	-1.92599e-06	6.49135e-06	-17.25	-1.752335e-11
