variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


5.0	0			0.00256492	-0.000519279	0.0026169	-11.436	-0.0297738	0.00274278	0.0298978	174.732	0.00358965	0.000312807	0.00360347	4.98	-2.447573e-11
5.01	1			0.00214626	-0.000473978	0.00219776	-12.444	-0.0298406	0.00272562	0.0299627	174.78	0.00305177	0.000363352	0.00307323	6.798	-2.158593e-11
5.02	2			0.00175	-0.000434401	0.00180293	-13.938	-0.0298921	0.00270845	0.0300122	174.816	0.00254346	0.000411512	0.00257637	9.192	-2.313555e-11
5.03	3			0.00141145	-0.000400068	0.00146724	-15.822	-0.029934	0.00269319	0.0300542	174.858	0.00211383	0.000449182	0.00216104	12.0	-2.497831e-11
5.04	4			0.00107814	-0.00036812	0.00113917	-18.84	-0.0299779	0.00268175	0.0300962	174.882	0.00169421	0.000487806	0.00176287	16.068	-2.443387e-11
5.05	5			0.000806335	-0.000340225	0.000875238	-22.872	-0.0300122	0.0026703	0.0301286	174.912	0.0013466	0.000518803	0.00144339	21.072	-1.965935e-11
5.06	6			0.000582937	-0.000316383	0.000663046	-28.47	-0.0300485	0.00266267	0.0301648	174.936	0.00105859	0.000545505	0.00119067	27.27	-2.213037e-11
5.07	7			0.000417473	-0.000301125	0.000514749	-35.778	-0.0300733	0.00265504	0.0301877	174.954	0.000839237	0.000566963	0.00101281	34.032	-2.016195e-11
5.08	8			0.000277521	-0.000286223	0.000398638	-45.876	-0.0300962	0.00264932	0.0302106	174.966	0.000652794	0.000582937	0.000875238	41.772	-2.074829e-11
5.09	9			0.000168444	-0.000275137	0.000322463	-58.506	-0.0301152	0.0026436	0.0302297	174.978	0.000507597	0.000594858	0.000782017	49.53	-1.944999e-11
5.1	10			9.4295e-05	-0.000268938	0.000284912	-70.656	-0.0301267	0.00263979	0.0302392	174.99	0.00040579	0.000603918	0.000727657	56.094	-2.669546e-11
5.11	11			4.63726e-05	-0.000263097	0.000267031	-79.98	-0.0301324	0.00263979	0.0302469	174.99	0.000340464	0.000609402	0.000698093	60.816	-2.321929e-11
5.12	12			1.32323e-05	-0.000257494	0.000257732	-87.048	-0.0301362	0.00263597	0.0302488	174.996	0.000296833	0.000614885	0.000682835	64.224	-1.72721e-11
5.13	13			-1.01328e-05	-0.000253679	0.000253679	-92.274	-0.0301381	0.00263216	0.0302507	175.008	0.000267746	0.00062013	0.000675444	66.648	-2.29262e-11
5.14	14			-2.25307e-05	-0.000249745	0.00025058	-95.142	-0.0301381	0.00262834	0.0302507	175.014	0.000253202	0.000617508	0.000667576	67.698	-2.208846e-11
5.15	15			-2.86103e-05	-0.00024748	0.00024903	-96.594	-0.03014	0.00262453	0.0302507	175.02	0.000248434	0.000614885	0.000663284	67.998	-1.877985e-11
5.16	16			-3.18291e-05	-0.000244739	0.000246646	-97.404	-0.0301419	0.00262071	0.0302526	175.026	0.000244142	0.000611071	0.000658277	68.226	-2.242357e-11
5.17	17			-3.27828e-05	-0.000242473	0.0002445	-97.674	-0.0301458	0.0026188	0.0302564	175.032	0.000249149	0.000607256	0.000656608	67.698	-2.284237e-11
5.18	18			-3.25444e-05	-0.0002414	0.000243546	-97.662	-0.0301458	0.00262071	0.0302564	175.026	0.000253202	0.000606064	0.000657085	67.326	-2.049697e-11
5.19	19			-3.2902e-05	-0.000241042	0.000243069	-97.752	-0.0301458	0.00262071	0.0302583	175.032	0.000258924	0.000602487	0.000655893	66.732	-1.978497e-11
5.2	20			-3.18291e-05	-0.000241519	0.000243426	-97.488	-0.0301477	0.00262262	0.0302602	175.026	0.000263216	0.00060058	0.000655893	66.336	-1.82354e-11
5.21	21			-3.01601e-05	-0.000242473	0.000244262	-97.086	-0.0301477	0.00262262	0.0302602	175.026	0.000271799	0.000597004	0.000655893	65.526	-1.903113e-11
5.22	22			-2.9564e-05	-0.000241996	0.000243665	-96.942	-0.0301477	0.00262453	0.0302602	175.026	0.000278236	0.000598434	0.000659946	65.058	-2.120897e-11
5.23	23			-2.83719e-05	-0.0002414	0.000242949	-96.696	-0.0301458	0.00262643	0.0302602	175.02	0.00028515	0.000599626	0.000663999	64.554	-2.342873e-11
5.24	24			-2.77759e-05	-0.000243188	0.000244739	-96.504	-0.0301458	0.00262834	0.0302602	175.014	0.000289442	0.000595573	0.000662331	64.074	-1.944995e-11
5.25	25			-2.65838e-05	-0.00024283	0.000244142	-96.222	-0.0301458	0.00263216	0.0302602	175.008	0.000294926	0.000596289	0.000665192	63.666	-2.359622e-11
5.26	26			-2.41996e-05	-0.000243784	0.000244858	-95.67	-0.0301439	0.00263597	0.0302564	175.002	0.000303986	0.000598911	0.000671867	63.084	-1.739778e-11
5.27	27			-2.33651e-05	-0.000243426	0.000244381	-95.46	-0.0301439	0.00263788	0.0302564	174.996	0.000308754	0.000599865	0.000674728	62.748	-1.903114e-11
5.28	28			-2.30075e-05	-0.000244858	0.000245811	-95.37	-0.0301419	0.0026436	0.0302545	174.984	0.000313761	0.000601534	0.000678543	62.442	-2.16278e-11
5.29	29			-2.01465e-05	-0.000248196	0.000248911	-94.62	-0.03014	0.00264932	0.0302545	174.972	0.000323059	0.000601772	0.000683073	61.77	-2.414076e-11
5.3	30			-1.8716e-05	-0.000250699	0.000251295	-94.26	-0.03014	0.00265314	0.0302545	174.966	0.000328543	0.000603203	0.000686888	61.422	-2.313555e-11
5.31	31			-1.68086e-05	-0.000252964	0.000253322	-93.804	-0.0301381	0.00266077	0.0302526	174.954	0.000332357	0.000605825	0.000690941	61.248	-2.146028e-11
5.32	32			-1.57357e-05	-0.000256063	0.000256421	-93.516	-0.0301381	0.0026684	0.0302545	174.936	0.000337603	0.000609402	0.000696901	61.008	-1.681137e-11
5.33	33			-2.50341e-06	-0.000261428	0.000261309	-90.54	-0.0301381	0.00267412	0.0302545	174.93	0.000345947	0.00060821	0.000699762	60.372	-2.342868e-11
5.34	34			1.03713e-05	-0.000265362	0.000265362	-87.756	-0.03014	0.00267984	0.0302564	174.918	0.000355961	0.000612978	0.000709061	59.85	-1.877987e-11
5.35	35			3.94585e-05	-0.000270965	0.000273706	-81.696	-0.03014	0.00268556	0.0302583	174.906	0.000377418	0.000612978	0.000719789	58.38	-2.171155e-11
5.36	36			8.1778e-05	-0.000276329	0.000288131	-73.512	-0.0301362	0.00269319	0.0302545	174.894	0.000410797	0.000612501	0.000737432	56.154	-2.204667e-11
5.37	37			0.000153185	-0.000285031	0.000323417	-61.734	-0.0301362	0.00270082	0.0302564	174.876	0.000481131	0.000607733	0.000775103	51.642	-1.995254e-11
5.38	38			0.000265123	-0.000294687	0.000396373	-48.012	-0.0301324	0.00271036	0.0302507	174.858	0.000603203	0.000601295	0.000851635	44.904	-2.074829e-11
5.39	39			0.000418665	-0.000308873	0.000520352	-36.408	-0.0301267	0.00272562	0.0302488	174.828	0.000785593	0.000588659	0.000981815	36.846	-1.718834e-11
5.4	40			0.000624064	-0.000329139	0.000705484	-27.798	-0.0301191	0.00274087	0.030243	174.798	0.00106312	0.000566725	0.00120474	28.062	-2.560656e-11
5.41	41			0.00096846	-0.000362517	0.00103403	-20.52	-0.0301172	0.00276567	0.0302411	174.75	0.00148917	0.000534538	0.00158215	19.746	-2.024569e-11
5.42	42			0.00129665	-0.000395419	0.00135554	-16.956	-0.0301191	0.00279047	0.0302469	174.702	0.00193692	0.000498537	0.00200011	14.436	-2.22979e-11
5.43	43			0.00173999	-0.000439288	0.00179458	-14.166	-0.0301419	0.00281908	0.0302716	174.654	0.00249888	0.00045562	0.00254013	10.332	-2.770061e-11
5.44	44			0.00227238	-0.000497583	0.00232626	-12.348	-0.0302087	0.00285913	0.0303422	174.588	0.0031171	0.000400783	0.00314261	7.326	-2.275865e-11
