variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


1.0	0			0.000575785	-7.56984e-05	0.000580791	-7.482	-0.00505832	0.000282289	0.00506595	176.796	0.0006187	3.2902e-05	0.000619415	3.054	-2.351273e-11
0.9975	1			0.000516895	-7.18837e-05	0.000521783	-7.908	-0.00506023	0.000282289	0.00506786	176.796	0.000585798	3.50478e-05	0.000586752	3.438	-2.091608e-11
0.995	2			0.000442388	-6.74729e-05	0.000447633	-8.658	-0.00505832	0.000280382	0.00506595	176.814	0.000574831	3.52862e-05	0.000576023	3.534	-1.986896e-11
0.9925	3			0.000388624	-6.47311e-05	0.000393989	-9.444	-0.00505832	0.000280382	0.00506595	176.814	0.000569586	3.40941e-05	0.000570778	3.45	-1.957581e-11
0.99	4			0.000332477	-6.02009e-05	0.00033796	-10.248	-0.00505832	0.000280382	0.00506595	176.814	0.000568632	3.43325e-05	0.000569586	3.474	-1.434055e-11
0.9875	5			0.000213386	-5.29292e-05	0.000219823	-13.914	-0.00506023	0.000280382	0.00506786	176.814	0.000569586	3.40941e-05	0.000570778	3.45	-2.104169e-11
0.985	6			0.000193478	-5.12602e-05	0.000200153	-14.814	-0.00506023	0.000280382	0.00506786	176.814	0.000569109	3.50478e-05	0.000570301	3.534	-2.062286e-11
0.9825	7			0.000233413	-5.53133e-05	0.00023985	-13.32	-0.00505832	0.000280382	0.00506595	176.814	0.000570778	3.55246e-05	0.000571731	3.576	-1.911513e-11
0.98	8			0.000312688	-6.28238e-05	0.000318887	-11.34	-0.00505832	0.000282289	0.00506595	176.796	0.000570778	3.64783e-05	0.00057197	3.654	-1.735606e-11
0.9775	9			0.0003742	-6.55656e-05	0.000379803	-9.93	-0.00505832	0.000282289	0.00506595	176.796	0.000571731	3.8624e-05	0.000572924	3.87	-1.806804e-11
