variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	lockin4 x	lockin4 y	lockin4 r	lockin4 phi	smu1 meas	


1.0	0			4.80341e-05	-1.8716e-05	5.15508e-05	-21.288	0.00177718	-4.86376e-05	0.00177766	-1.56	0.00563815	-0.000263216	0.00564578	-2.658	0.00391582	-0.000242234	0.00392345	-3.534	-2.016213e-11
0.998	1			5.30186e-05	-1.99751e-05	5.66544e-05	-20.64	0.00178695	-4.86376e-05	0.00178767	-1.554	0.00563815	-0.000261309	0.00564578	-2.64	0.003912	-0.000244142	0.00391963	-3.558	-1.907324e-11
0.996	2			5.95266e-05	-2.04371e-05	6.29355e-05	-18.948	0.00179292	-4.81608e-05	0.00179363	-1.53	0.00563625	-0.000261309	0.00564387	-2.64	0.00391105	-0.000243188	0.00391772	-3.552	-2.079036e-11
0.994	3			6.47497e-05	-2.00459e-05	6.77821e-05	-17.202	0.00179935	-4.95913e-05	0.00180007	-1.578	0.00563625	-0.000261309	0.00564387	-2.64	0.00390723	-0.000243188	0.00391486	-3.552	-1.601582e-11
0.992	4			6.82217e-05	-2.04594e-05	7.12243e-05	-16.692	0.0018015	-4.91145e-05	0.00180221	-1.56	0.00563434	-0.000261309	0.00564006	-2.64	0.00390723	-0.000243188	0.00391486	-3.552	-2.393149e-11
0.99	5			7.03563e-05	-1.97144e-05	7.30646e-05	-15.654	0.00180102	-4.93529e-05	0.0018015	-1.566	0.00563243	-0.000261309	0.00563815	-2.64	0.00390723	-0.000242234	0.00391486	-3.54	-1.819366e-11
0.988	6			6.86538e-05	-2.07314e-05	7.17123e-05	-16.8	0.00180102	-4.93529e-05	0.0018015	-1.566	0.00563243	-0.000261309	0.00563815	-2.64	0.00390723	-0.000243188	0.00391486	-3.552	-1.907316e-11
0.986	7			6.94734e-05	-2.06643e-05	7.24797e-05	-16.56	0.00179864	-4.98297e-05	0.00179935	-1.578	0.00563243	-0.000261309	0.00563815	-2.64	0.00391009	-0.000244142	0.00391772	-3.558	-2.074843e-11
0.984	8			7.06096e-05	-2.11486e-05	7.37091e-05	-16.674	0.00179458	-4.98297e-05	0.0017953	-1.584	0.00563243	-0.000261309	0.00563815	-2.64	0.00391296	-0.000244142	0.00391963	-3.558	-2.137672e-11
0.982	9			7.37202e-05	-2.11374e-05	7.66893e-05	-15.996	0.00179244	-4.83992e-05	0.00179315	-1.536	0.00563052	-0.000261309	0.00563625	-2.646	0.00391868	-0.000244142	0.00392631	-3.564	-1.362855e-11
0.98	10			7.97329e-05	-2.12902e-05	8.25231e-05	-14.946	0.00179745	-4.98297e-05	0.00179816	-1.584	0.00563243	-0.000263216	0.00563815	-2.658	0.00391963	-0.000244142	0.00392726	-3.564	-1.810987e-11
0.978	11			8.48998e-05	-2.09586e-05	8.74479e-05	-13.866	0.00181771	-5.07834e-05	0.00181819	-1.596	0.00563243	-0.000263216	0.00563815	-2.658	0.00390819	-0.000245096	0.00391486	-3.582	-2.058094e-11
0.976	12			8.50749e-05	-2.22811e-05	8.79434e-05	-14.676	0.00185562	-5.41213e-05	0.00185633	-1.668	0.00562862	-0.000263216	0.00563625	-2.658	0.00387003	-0.000242234	0.00387765	-3.57	-2.347076e-11
0.974	13			7.70134e-05	-2.07425e-05	7.97552e-05	-15.072	0.00191379	-5.57902e-05	0.00191451	-1.668	0.0056248	-0.000263216	0.00563243	-2.664	0.00380327	-0.00023842	0.0038109	-3.582	-1.647653e-11
0.972	14			6.24848e-05	-1.9841e-05	6.55581e-05	-17.616	0.00196339	-5.88896e-05	0.00196435	-1.716	0.00562099	-0.000261309	0.00562671	-2.646	0.0037327	-0.000233651	0.00374033	-3.576	-1.848685e-11
0.97	15			4.34557e-05	-1.72929e-05	4.67713e-05	-21.696	0.00199153	-6.10356e-05	0.00199272	-1.752	0.00561526	-0.000261309	0.00562289	-2.652	0.00367548	-0.000228883	0.00368311	-3.558	-1.693722e-11
0.968	16			2.68855e-05	-1.67714e-05	3.16838e-05	-31.956	0.0019982	-6.15125e-05	0.00199915	-1.758	0.00560954	-0.000261309	0.00561526	-2.652	0.00364496	-0.000227929	0.00365259	-3.57	-2.016215e-11
0.966	17			1.53036e-05	-1.66969e-05	2.26462e-05	-47.49	0.00197531	-6.15125e-05	0.00197627	-1.782	0.00558475	-0.000259401	0.00559238	-2.646	0.00363161	-0.000225068	0.00363828	-3.54	-1.794239e-11
0.964	18			6.81731e-06	-1.59742e-05	1.73674e-05	-66.882	0.00194526	-6.19893e-05	0.00194622	-1.818	0.00555995	-0.000259401	0.00556758	-2.658	0.00362684	-0.000224114	0.00363351	-3.522	-1.597392e-11
0.962	19			3.22612e-06	-1.56836e-05	1.60114e-05	-78.372	0.00187994	-5.79359e-05	0.00188065	-1.764	0.00549701	-0.000253679	0.00550273	-2.64	0.00362684	-0.000222207	0.00363351	-3.492	-1.890568e-11
0.96	20			1.26661e-06	-1.48863e-05	1.49347e-05	-85.134	0.0018046	-5.48365e-05	0.00180555	-1.734	0.00542453	-0.000249865	0.00542834	-2.622	0.00362684	-0.000221253	0.00363351	-3.48	-1.727229e-11
0.958	21			-1.34111e-07	-1.49496e-05	1.49459e-05	-90.51	0.00175977	-5.29292e-05	0.00176049	-1.716	0.00538066	-0.000247957	0.00538638	-2.622	0.00362684	-0.000219346	0.00363351	-3.462	-1.911505e-11
