variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


0.15	0			3.0052e-05	-1.54973e-06	3.00893e-05	-2.946	-5.27318e-06	2.23519e-08	5.27131e-06	179.748	2.98695e-05	6.33303e-07	2.98769e-05	1.23	-2.376366e-11
0.155	1			2.98658e-05	-4.65663e-07	2.98695e-05	-0.888	-6.01824e-06	-3.96745e-07	6.02941e-06	-176.244	3.08978e-05	1.7807e-06	3.09499e-05	3.312	-2.38893e-11
0.16	2			3.03314e-05	-1.1921e-06	3.03538e-05	-2.244	-5.8357e-06	-2.40283e-07	5.83942e-06	-177.642	3.09127e-05	7.59963e-07	3.09201e-05	1.41	-2.493637e-11
0.165	3			2.91654e-05	-7.26435e-07	2.91766e-05	-1.422	-5.93814e-06	-1.26661e-07	5.93814e-06	-178.794	2.92362e-05	6.92908e-07	2.92436e-05	1.356	-2.560642e-11
0.17	4			2.95044e-05	-1.24798e-06	2.95305e-05	-2.418	-5.60659e-06	-1.93716e-07	5.60659e-06	-178.026	3.04357e-05	8.41919e-07	3.04506e-05	1.596	-1.794213e-11
0.175	5			2.90537e-05	-9.53682e-07	2.90686e-05	-1.878	-5.17446e-06	-5.75561e-07	5.20426e-06	-173.658	2.91989e-05	8.19568e-07	2.92138e-05	1.608	-1.882164e-11
0.18	6			2.84166e-05	-5.73698e-07	2.84241e-05	-1.146	-3.91065e-06	3.18514e-07	3.92369e-06	175.332	2.97279e-05	3.27827e-07	2.97279e-05	0.642	-2.037124e-11
0.185	7			2.82751e-05	-1.207e-06	2.83011e-05	-2.442	-5.4641e-06	-3.03613e-07	5.47155e-06	-176.82	2.93331e-05	7.89765e-07	2.9348e-05	1.548	-2.053879e-11
0.19	8			2.8141e-05	-7.56238e-07	2.81521e-05	-1.53	-5.28063e-06	-4.94536e-07	5.30298e-06	-174.654	3.02048e-05	-1.93716e-07	3.02048e-05	-0.366	-2.426627e-11
0.195	9			2.81e-05	-1.1474e-06	2.81223e-05	-2.334	-5.13907e-06	-4.36792e-07	5.15676e-06	-175.14	2.96981e-05	8.27018e-07	2.97056e-05	1.608	-1.949174e-11
0.2	10			2.79808e-05	-1.5311e-06	2.80255e-05	-3.132	-5.49204e-06	-3.50179e-07	5.50228e-06	-176.352	2.92883e-05	9.46227e-07	2.93032e-05	1.866	-1.961742e-11
