variable x	variable x count			lockin1 x	lockin1 y	lockin1 r	lockin1 phi	lockin2 x	lockin2 y	lockin2 r	lockin2 phi	lockin3 x	lockin3 y	lockin3 r	lockin3 phi	smu1 meas	


1.0	0			0.000818375	-8.57119e-05	0.000822786	-5.97	-0.00391796	0.000225783	0.00392416	176.7	0.0017767	-2.93256e-05	0.0017767	-0.942	-2.07902e-11
1.005	1			0.000869159	-8.96459e-05	0.000873808	-5.88	-0.00392416	0.000228168	0.0039306	176.67	0.0017767	-2.76567e-05	0.0017767	-0.888	-1.999446e-11
1.01	2			0.000854734	-8.83345e-05	0.000859264	-5.898	-0.00392678	0.000228644	0.00393322	176.664	0.00178099	-2.76567e-05	0.00178123	-0.888	-2.05808e-11
1.015	3			0.00094283	-9.51295e-05	0.000947598	-5.754	-0.00393155	0.000229598	0.00393799	176.658	0.00179458	-3.00409e-05	0.00179482	-0.954	-1.869614e-11
1.02	4			0.000995167	-9.84673e-05	0.00100005	-5.646	-0.00394443	0.000229598	0.00395086	176.664	0.00183035	-3.12331e-05	0.00183082	-0.978	-1.991069e-11
1.025	5			0.00114108	-0.000108004	0.00114609	-5.406	-0.00398162	0.000231982	0.00398806	176.664	0.00188089	-3.43325e-05	0.00188137	-1.044	-1.907305e-11
1.03	6			0.00109149	-0.000104428	0.00109649	-5.466	-0.00407341	0.000239612	0.00408009	176.634	0.00194908	-3.71935e-05	0.00194932	-1.086	-1.982689e-11
1.035	7			0.00105489	-0.000102878	0.0010599	-5.568	-0.00422028	0.00024748	0.00422719	176.646	0.00210001	-4.67303e-05	0.00210048	-1.266	-1.99107e-11
1.04	8			0.00109149	-0.000106693	0.00109673	-5.58	-0.00435427	0.000254156	0.00436142	176.658	0.00217248	-4.83992e-05	0.0021732	-1.272	-1.823541e-11
1.045	9			0.00116015	-0.000110865	0.0011654	-5.454	-0.00429967	0.000249149	0.00430658	176.682	0.00234152	-5.53133e-05	0.00234224	-1.35	-2.049705e-11
1.05	10			0.00106645	-0.000108004	0.00107194	-5.778	-0.00424579	0.000244142	0.0042527	176.706	0.00229265	-5.3406e-05	0.00229336	-1.332	-1.827731e-11
1.055	11			0.000806455	-8.98843e-05	0.000811461	-6.36	-0.00421813	0.000241042	0.00422457	176.73	0.00222088	-4.8876e-05	0.00222136	-1.26	-1.484299e-11
1.06	12			0.000952844	-9.8825e-05	0.00095797	-5.922	-0.00421599	0.000242711	0.00422266	176.7	0.0021906	-4.50613e-05	0.00219108	-1.17	-1.8026e-11
1.065	13			0.00103546	-0.000105024	0.00104082	-5.784	-0.00421527	0.000244858	0.00422218	176.676	0.00216152	-4.29156e-05	0.00216199	-1.134	-1.764908e-11
1.07	14			0.000997432	-0.000100732	0.00100256	-5.76	-0.00421432	0.000245335	0.00422123	176.664	0.00213934	-4.05314e-05	0.00213982	-1.08	-1.781659e-11
1.075	15			0.00106908	-0.000104666	0.0010742	-5.586	-0.00421432	0.000245096	0.00422123	176.67	0.00212671	-3.93393e-05	0.00212695	-1.056	-1.777469e-11
1.08	16			0.0011412	-0.000110031	0.00114644	-5.502	-0.00421503	0.000243903	0.00422171	176.688	0.00211884	-4.0293e-05	0.00211932	-1.086	-2.238174e-11
1.085	17			0.0011021	-0.000108123	0.00110734	-5.598	-0.00421527	0.000243426	0.00422195	176.694	0.00211574	-3.88625e-05	0.00211598	-1.05	-1.752344e-11
1.09	18			0.00116289	-0.000112892	0.00116838	-5.538	-0.00421456	0.000243903	0.00422123	176.688	0.00210859	-4.05314e-05	0.00210883	-1.098	-2.032951e-11
1.095	19			0.00118006	-0.000114799	0.00118566	-5.556	-0.00421384	0.000248196	0.00422099	176.628	0.00210549	-3.88625e-05	0.00210597	-1.056	-1.810977e-11
1.1	20			0.00122536	-0.000118137	0.00123108	-5.508	-0.00421312	0.000251057	0.00422028	176.586	0.00211789	-3.88625e-05	0.00211836	-1.044	-1.970128e-11
1.105	21			0.00139523	-0.000131131	0.00140143	-5.364	-0.00421479	0.000252964	0.00422218	176.562	0.00213458	-4.22003e-05	0.00213481	-1.128	-2.795197e-11
1.11	22			0.0013423	-0.000128151	0.00134838	-5.454	-0.00423244	0.00025511	0.00424007	176.55	0.00214817	-4.19619e-05	0.0021484	-1.116	-1.785851e-11
1.115	23			0.001292	-0.000126005	0.00129808	-5.568	-0.0043526	0.000262262	0.00436023	176.55	0.00213887	-4.10082e-05	0.00213911	-1.098	-1.773285e-11
1.12	24			0.00122155	-0.000120998	0.00122751	-5.652	-0.00455049	0.000274183	0.00455859	176.544	0.00200392	-3.36173e-05	0.00200416	-0.96	-2.573224e-11
1.125	25			0.00128425	-0.000125409	0.00129033	-5.574	-0.00459197	0.00027466	0.0045996	176.574	0.00185967	-2.3842e-05	0.00185991	-0.732	-1.442418e-11
1.13	26			0.00122858	-0.000121475	0.00123454	-5.646	-0.00459912	0.00027323	0.00460675	176.592	0.00175834	-1.83583e-05	0.00175834	-0.594	-2.049706e-11
1.135	27			0.00138295	-0.000132085	0.00138927	-5.454	-0.00459722	0.000272753	0.00460485	176.598	0.0017376	-1.81199e-05	0.00173784	-0.594	-2.099964e-11
1.14	28			0.00123549	-0.000120044	0.00124133	-5.544	-0.00459722	0.000271799	0.00460485	176.616	0.00173784	-2.00273e-05	0.00173808	-0.66	-2.284239e-11
1.145	29			0.00106097	-0.000108481	0.00106657	-5.838	-0.00459674	0.000271322	0.00460437	176.616	0.00173498	-2.0981e-05	0.00173522	-0.69	-1.718837e-11
1.15	30			0.00108779	-0.000108243	0.00109304	-5.676	-0.00459722	0.000270369	0.00460485	176.628	0.00173617	-1.88352e-05	0.00173617	-0.618	-2.317747e-11
1.155	31			0.00110913	-0.000109554	0.0011145	-5.634	-0.00459769	0.000271322	0.00460532	176.616	0.00173689	-2.02657e-05	0.00173713	-0.666	-1.743964e-11
1.16	32			0.00111414	-0.000110865	0.00111962	-5.676	-0.00459817	0.000270845	0.00460532	176.622	0.00173617	-2.14578e-05	0.00173641	-0.702	-1.760719e-11
1.165	33			0.00121845	-0.000117779	0.00122405	-5.52	-0.00459674	0.000271799	0.00460437	176.61	0.00174189	-1.97889e-05	0.00174213	-0.648	-2.083212e-11
1.17	34			0.00136114	-0.00012827	0.0013671	-5.382	-0.00459769	0.000271322	0.00460532	176.616	0.00176669	-2.24115e-05	0.00176693	-0.726	-1.702086e-11
1.175	35			0.00112773	-0.000111938	0.00113333	-5.664	-0.00459817	0.000270369	0.0046058	176.628	0.00185967	-2.71798e-05	0.00185967	-0.834	-2.03714e-11
1.18	36			0.00134862	-0.000127436	0.00135458	-5.394	-0.00459722	0.000271322	0.00460485	176.616	0.00210597	-3.81472e-05	0.0021062	-1.032	-1.810974e-11
1.185	37			0.00140119	-0.000133158	0.00140751	-5.424	-0.00459674	0.00027323	0.00460437	176.598	0.00224711	-4.43461e-05	0.00224759	-1.128	-2.292617e-11
1.19	38			0.00139178	-0.000134111	0.00139821	-5.496	-0.00459674	0.00027323	0.00460437	176.598	0.00236799	-5.26907e-05	0.00236847	-1.272	-1.836105e-11
1.195	39			0.00125767	-0.000125767	0.00126398	-5.706	-0.00459674	0.000273706	0.00460437	176.586	0.00258209	-6.22277e-05	0.0025828	-1.38	-2.166974e-11
1.2	40			0.00114978	-0.00011921	0.00115598	-5.916	-0.00459722	0.000273706	0.00460485	176.586	0.00261618	-6.34198e-05	0.00261714	-1.386	-1.760718e-11
